date,city,category,sku,demand,unit_price,inventory_level,lead_time_days,promotion_flag,festival
2022-01-04,Chennai,Accessories,SKU_SPO_006,20,3342.31,81,3,0,none
2023-10-28,Pune,Apparel,SKU_ACC_005,16,3861.8,167,5,0,none
2023-03-18,Pune,Footwear,SKU_FOO_010,21,2366.25,243,5,0,none
2022-01-29,Kolkata,Electronics,SKU_ACC_008,18,2197.33,118,1,0,none
2022-04-19,Mumbai,Footwear,SKU_APP_007,23,1294.38,271,5,0,none
2023-09-02,Bangalore,Accessories,SKU_FOO_006,18,3240.72,73,1,0,none
2023-12-28,Pune,Sportswear,SKU_ACC_006,22,2561.17,304,5,1,none
2024-03-15,Hyderabad,Electronics,SKU_FOO_004,23,1253.97,168,5,0,none
2022-03-16,Delhi,Sportswear,SKU_ACC_009,15,1979.32,267,3,0,none
2024-04-17,Pune,Apparel,SKU_ELE_003,22,2828.26,377,2,0,none
2022-05-26,Hyderabad,Apparel,SKU_FOO_003,20,296.81,148,3,0,none
2022-05-08,Bangalore,Electronics,SKU_APP_001,13,3969.63,179,4,0,none
2024-05-02,Pune,Accessories,SKU_APP_006,20,2112.83,359,4,0,none
2022-02-11,Pune,Apparel,SKU_FOO_006,17,2687.99,172,4,0,none
2022-12-22,Hyderabad,Sportswear,SKU_ACC_003,14,2263.37,215,3,0,none
2022-02-10,Chennai,Sportswear,SKU_SPO_008,19,1542.2,329,1,0,none
2022-02-03,Bangalore,Electronics,SKU_FOO_001,21,2889.85,391,3,0,none
2022-01-17,Mumbai,Footwear,SKU_SPO_006,23,1683.17,292,4,0,none
2023-11-08,Hyderabad,Electronics,SKU_SPO_008,19,462.13,370,1,0,none
2022-06-02,Ahmedabad,Accessories,SKU_APP_008,23,2529.97,65,4,0,none
2023-01-13,Bangalore,Electronics,SKU_APP_003,24,379.1,54,2,0,none
2023-08-11,Kolkata,Sportswear,SKU_SPO_007,31,2511.26,202,3,0,none
2023-08-22,Pune,Accessories,SKU_APP_002,12,2975.01,78,5,0,none
2023-09-21,Chennai,Electronics,SKU_FOO_007,14,468.85,275,1,0,none
2024-05-23,Mumbai,Electronics,SKU_APP_009,18,3655.58,239,3,0,none
2022-12-08,Ahmedabad,Footwear,SKU_SPO_003,12,3805.44,329,5,0,none
2022-01-27,Hyderabad,Electronics,SKU_SPO_007,25,1838.74,177,4,0,none
2024-04-04,Hyderabad,Sportswear,SKU_ACC_005,24,3662.75,178,2,0,none
2022-10-14,Kolkata,Apparel,SKU_ELE_009,17,2234.94,270,4,0,none
2023-10-08,Ahmedabad,Sportswear,SKU_ELE_004,31,1629.0,297,2,0,none
2024-01-01,Kolkata,Electronics,SKU_FOO_002,20,1000.03,258,2,0,none
2022-06-17,Kolkata,Footwear,SKU_APP_007,22,739.55,341,1,0,none
2023-09-02,Mumbai,Sportswear,SKU_ELE_001,21,1975.24,284,2,0,none
2022-09-25,Bangalore,Apparel,SKU_ACC_001,19,921.95,378,1,1,none
2024-01-19,Chennai,Accessories,SKU_SPO_004,20,1042.43,283,5,0,none
2024-03-31,Pune,Accessories,SKU_APP_006,21,1257.03,161,3,0,none
2023-03-31,Hyderabad,Footwear,SKU_ACC_006,23,1359.64,190,2,0,none
2023-11-16,Ahmedabad,Footwear,SKU_SPO_006,44,2260.3,198,5,0,diwali
2023-02-05,Delhi,Sportswear,SKU_ACC_001,26,3001.82,97,1,0,none
2023-04-21,Ahmedabad,Apparel,SKU_SPO_007,31,2247.54,299,2,0,eid
2023-12-03,Hyderabad,Apparel,SKU_ELE_008,29,3356.19,274,2,0,none
2023-09-26,Bangalore,Sportswear,SKU_ELE_008,20,1547.3,213,4,0,none
2023-07-12,Bangalore,Apparel,SKU_ELE_008,14,2240.55,101,1,0,none
2023-07-30,Bangalore,Accessories,SKU_APP_004,16,1568.36,250,3,0,none
2022-05-10,Bangalore,Apparel,SKU_APP_006,23,1884.84,384,2,0,none
2024-04-01,Ahmedabad,Apparel,SKU_ELE_010,24,653.14,364,3,1,none
2022-12-29,Mumbai,Footwear,SKU_FOO_006,24,2486.52,301,1,0,none
2023-12-06,Kolkata,Electronics,SKU_FOO_001,22,2309.56,86,5,0,none
2024-03-29,Pune,Sportswear,SKU_ACC_004,17,3589.57,117,4,0,none
2023-11-24,Ahmedabad,Sportswear,SKU_SPO_007,20,3864.02,105,3,1,none
2022-10-19,Hyderabad,Sportswear,SKU_APP_002,14,3690.42,299,3,0,none
2023-01-06,Hyderabad,Sportswear,SKU_APP_005,22,1979.03,337,1,0,none
2024-03-04,Delhi,Footwear,SKU_SPO_004,20,2382.62,300,3,1,none
2022-01-29,Chennai,Sportswear,SKU_SPO_005,16,815.86,154,1,0,none
2022-05-29,Pune,Electronics,SKU_ACC_003,23,1555.74,174,5,1,none
2024-02-18,Chennai,Apparel,SKU_ACC_010,13,3774.35,255,1,0,none
2022-10-23,Mumbai,Electronics,SKU_ACC_010,18,870.07,248,1,0,none
2022-01-11,Ahmedabad,Footwear,SKU_FOO_001,15,3986.39,69,3,0,none
2023-05-27,Bangalore,Sportswear,SKU_SPO_008,24,2696.77,139,4,0,none
2023-11-07,Mumbai,Accessories,SKU_ACC_004,18,2282.17,297,1,0,none
2022-04-23,Hyderabad,Apparel,SKU_SPO_006,18,1648.74,179,4,1,none
2022-07-06,Hyderabad,Apparel,SKU_APP_008,22,3395.14,130,3,1,none
2024-03-17,Kolkata,Electronics,SKU_ACC_002,19,3721.04,380,4,1,none
2024-01-14,Ahmedabad,Apparel,SKU_SPO_002,26,2572.71,172,4,0,none
2022-08-15,Chennai,Apparel,SKU_ACC_007,17,904.52,54,5,0,none
2022-11-06,Ahmedabad,Accessories,SKU_ACC_006,23,2048.88,162,1,0,none
2022-04-08,Hyderabad,Sportswear,SKU_APP_002,15,1443.52,248,3,0,none
2022-02-24,Delhi,Electronics,SKU_ELE_004,24,1154.97,379,4,1,none
2023-09-15,Bangalore,Footwear,SKU_ELE_007,24,3643.43,169,5,0,none
2023-10-26,Hyderabad,Apparel,SKU_SPO_006,18,666.36,234,1,0,none
2024-01-28,Chennai,Sportswear,SKU_APP_003,22,1175.91,156,5,0,none
2023-02-10,Delhi,Apparel,SKU_SPO_001,21,354.25,341,1,0,none
2022-03-10,Pune,Apparel,SKU_ACC_007,14,1021.11,260,4,0,none
2022-11-08,Kolkata,Apparel,SKU_ELE_001,22,1917.8,60,1,0,none
2022-10-16,Ahmedabad,Sportswear,SKU_APP_010,12,1664.58,257,4,0,none
2024-02-01,Hyderabad,Electronics,SKU_SPO_007,25,1727.07,196,2,0,none
2023-07-02,Pune,Sportswear,SKU_FOO_007,21,1634.1,219,5,0,none
2024-01-21,Delhi,Footwear,SKU_APP_004,23,3830.31,284,1,0,none
2022-05-28,Hyderabad,Sportswear,SKU_ELE_001,13,2221.8,355,3,0,none
2023-04-12,Mumbai,Sportswear,SKU_ELE_008,15,2068.36,95,1,0,none
2024-01-09,Ahmedabad,Accessories,SKU_ACC_004,21,3983.06,189,3,0,none
2022-09-01,Ahmedabad,Electronics,SKU_SPO_006,27,580.57,205,4,0,none
2023-05-06,Hyderabad,Accessories,SKU_FOO_002,18,3924.41,198,4,0,none
2024-04-28,Chennai,Footwear,SKU_ACC_003,18,2989.88,354,4,0,none
2023-05-22,Bangalore,Electronics,SKU_SPO_007,30,3437.36,271,2,1,none
2022-12-31,Delhi,Accessories,SKU_ACC_003,11,399.27,244,3,0,none
2023-04-27,Ahmedabad,Electronics,SKU_SPO_002,21,853.5,162,1,0,none
2022-07-20,Kolkata,Footwear,SKU_ACC_005,19,3085.22,319,4,0,none
2022-06-03,Hyderabad,Sportswear,SKU_ELE_001,23,1363.66,219,3,0,none
2023-03-26,Delhi,Apparel,SKU_ELE_001,19,1923.57,170,5,0,none
2023-05-16,Ahmedabad,Sportswear,SKU_ELE_001,15,501.15,278,1,0,none
2022-03-14,Chennai,Footwear,SKU_FOO_006,23,559.35,295,5,0,none
2023-12-14,Delhi,Accessories,SKU_APP_005,16,2889.52,199,5,1,none
2022-10-23,Ahmedabad,Accessories,SKU_ELE_002,25,415.56,70,4,0,none
2022-01-17,Hyderabad,Accessories,SKU_SPO_009,19,2926.53,251,4,1,none
2023-10-03,Chennai,Accessories,SKU_ACC_009,15,3742.89,315,4,0,none
2022-08-05,Ahmedabad,Electronics,SKU_SPO_004,20,1673.23,349,2,0,none
2022-03-02,Kolkata,Sportswear,SKU_APP_001,25,1396.87,196,2,0,none
2023-09-08,Delhi,Footwear,SKU_FOO_009,15,3085.71,378,5,0,none
2022-02-11,Bangalore,Accessories,SKU_ELE_008,10,1611.75,167,4,0,none
2022-01-25,Mumbai,Apparel,SKU_APP_001,28,1055.25,134,3,0,none
2022-02-08,Chennai,Footwear,SKU_FOO_007,19,3832.67,271,2,1,none
2024-03-13,Mumbai,Sportswear,SKU_SPO_006,22,2647.85,314,2,0,none
2022-05-11,Pune,Footwear,SKU_ELE_010,21,3387.69,147,1,0,none
2023-05-13,Chennai,Electronics,SKU_ELE_009,21,405.96,343,2,0,none
2022-08-17,Mumbai,Footwear,SKU_APP_007,19,3734.85,150,2,0,none
2022-04-18,Delhi,Footwear,SKU_ELE_002,28,675.18,246,5,0,none
2022-06-21,Chennai,Accessories,SKU_APP_005,17,1781.62,186,5,0,none
2023-03-11,Bangalore,Accessories,SKU_ACC_009,16,2893.48,280,3,0,none
2023-04-23,Delhi,Apparel,SKU_SPO_004,40,2401.49,290,3,0,eid
2022-04-12,Delhi,Footwear,SKU_FOO_003,11,3670.81,97,3,1,none
2024-05-15,Ahmedabad,Accessories,SKU_SPO_001,21,3003.12,230,3,0,none
2023-06-08,Kolkata,Electronics,SKU_APP_008,16,3815.83,109,5,0,none
2022-10-02,Kolkata,Apparel,SKU_ELE_005,13,822.55,282,5,0,none
2023-09-05,Delhi,Electronics,SKU_SPO_009,7,1191.01,216,5,0,none
2022-02-13,Kolkata,Electronics,SKU_ACC_008,21,364.64,327,2,0,none
2024-03-27,Hyderabad,Accessories,SKU_SPO_001,17,812.17,367,4,0,none
2022-01-17,Bangalore,Footwear,SKU_ACC_009,19,3390.75,130,5,0,none
2022-11-26,Hyderabad,Accessories,SKU_ACC_007,28,462.15,168,1,1,none
2023-07-23,Hyderabad,Apparel,SKU_APP_010,21,2168.73,255,4,0,none
2024-04-02,Pune,Footwear,SKU_SPO_004,15,2485.47,361,1,0,none
2023-05-12,Delhi,Accessories,SKU_APP_009,23,3158.11,338,1,0,none
2024-03-25,Kolkata,Electronics,SKU_FOO_001,17,384.8,243,3,0,none
2022-01-12,Kolkata,Sportswear,SKU_APP_010,23,2917.94,167,4,1,none
2022-11-14,Pune,Sportswear,SKU_APP_009,19,1279.7,91,1,0,none
2023-08-15,Bangalore,Footwear,SKU_SPO_006,16,2852.47,202,1,0,none
2022-08-04,Ahmedabad,Apparel,SKU_ACC_007,20,3711.83,56,5,0,none
2022-12-05,Chennai,Sportswear,SKU_APP_006,17,292.6,178,5,0,none
2024-02-15,Delhi,Sportswear,SKU_ACC_005,21,2927.21,270,2,0,none
2023-10-23,Bangalore,Accessories,SKU_FOO_006,10,1673.96,281,5,0,none
2022-03-22,Chennai,Apparel,SKU_SPO_004,16,707.02,376,1,0,none
2023-12-28,Hyderabad,Accessories,SKU_ELE_002,20,3897.26,231,1,0,none
2023-04-30,Hyderabad,Sportswear,SKU_APP_003,17,3865.8,305,1,0,none
2023-01-09,Mumbai,Apparel,SKU_FOO_009,25,840.52,314,4,0,none
2023-12-11,Hyderabad,Footwear,SKU_ELE_001,17,1879.01,345,4,0,none
2022-07-19,Kolkata,Electronics,SKU_ACC_009,21,3481.88,242,1,0,none
2023-06-21,Hyderabad,Electronics,SKU_SPO_002,18,3937.15,159,2,0,none
2023-04-11,Bangalore,Accessories,SKU_FOO_002,20,3247.29,124,5,0,none
2022-03-30,Delhi,Footwear,SKU_SPO_005,22,1207.95,187,2,0,none
2022-09-25,Pune,Apparel,SKU_FOO_007,16,961.78,292,3,0,none
2023-10-17,Hyderabad,Accessories,SKU_FOO_009,22,2940.94,224,3,0,none
2023-07-25,Kolkata,Footwear,SKU_APP_005,22,1135.96,331,3,0,none
2023-05-04,Mumbai,Apparel,SKU_FOO_001,21,1677.81,223,5,0,none
2024-05-26,Kolkata,Apparel,SKU_ACC_002,21,3054.87,188,5,1,none
2023-06-22,Chennai,Accessories,SKU_SPO_002,19,1268.1,264,3,0,none
2022-02-16,Ahmedabad,Sportswear,SKU_ELE_005,15,1953.81,239,5,0,none
2022-10-15,Pune,Accessories,SKU_FOO_006,20,1214.1,175,4,0,none
2024-02-17,Delhi,Footwear,SKU_APP_008,15,2321.23,337,5,0,none
2022-01-16,Chennai,Footwear,SKU_SPO_005,28,1989.57,382,4,0,none
2023-12-12,Kolkata,Apparel,SKU_APP_003,13,3910.54,264,3,0,none
2023-02-05,Hyderabad,Sportswear,SKU_FOO_001,24,910.64,166,5,0,none
2024-03-04,Mumbai,Apparel,SKU_ACC_005,16,3875.9,138,3,1,none
2022-03-27,Kolkata,Apparel,SKU_ELE_008,20,2881.92,172,3,0,none
2022-09-07,Pune,Apparel,SKU_ACC_010,18,2714.98,74,4,0,none
2023-01-26,Mumbai,Electronics,SKU_ELE_003,17,2092.69,391,1,0,none
2024-02-21,Bangalore,Sportswear,SKU_ACC_005,23,3852.91,124,1,0,none
2022-12-01,Hyderabad,Accessories,SKU_APP_001,20,2152.25,56,5,0,none
2023-09-21,Pune,Electronics,SKU_SPO_004,20,1678.8,236,4,0,none
2023-06-03,Mumbai,Accessories,SKU_SPO_001,24,489.44,67,4,0,none
2022-05-17,Hyderabad,Apparel,SKU_ACC_004,18,3304.55,232,3,0,none
2024-06-01,Pune,Apparel,SKU_FOO_008,25,2398.87,58,4,0,none
2023-11-19,Bangalore,Sportswear,SKU_ACC_001,20,1505.48,93,3,0,none
2024-04-19,Pune,Apparel,SKU_APP_008,16,2444.97,192,1,0,none
2023-05-13,Mumbai,Sportswear,SKU_APP_006,28,1941.79,279,1,0,none
2024-04-06,Pune,Footwear,SKU_SPO_008,19,1652.66,58,4,0,none
2023-12-28,Kolkata,Electronics,SKU_FOO_010,28,3250.03,174,4,0,none
2023-04-22,Ahmedabad,Footwear,SKU_APP_006,32,1073.7,57,5,0,eid
2023-08-17,Delhi,Sportswear,SKU_FOO_006,17,2923.55,165,1,0,none
2022-08-11,Ahmedabad,Footwear,SKU_FOO_004,27,2008.33,136,5,0,none
2023-01-07,Ahmedabad,Apparel,SKU_ELE_005,21,2875.44,245,5,0,none
2023-02-06,Mumbai,Apparel,SKU_SPO_002,16,757.0,67,2,0,none
2023-03-19,Bangalore,Accessories,SKU_SPO_006,16,2483.28,284,3,0,none
2023-05-05,Ahmedabad,Sportswear,SKU_ELE_007,16,2538.6,90,1,0,none
2023-09-07,Bangalore,Footwear,SKU_ELE_005,16,3893.91,200,1,0,none
2022-09-30,Chennai,Accessories,SKU_ELE_007,12,2079.51,125,5,0,none
2023-06-10,Delhi,Accessories,SKU_FOO_003,22,3627.68,125,2,0,none
2022-06-08,Kolkata,Sportswear,SKU_SPO_006,18,2078.77,76,3,0,none
2022-06-01,Hyderabad,Electronics,SKU_ELE_005,12,1302.77,187,1,0,none
2023-09-12,Kolkata,Apparel,SKU_SPO_007,25,1128.96,305,5,0,none
2022-07-07,Delhi,Electronics,SKU_ACC_003,15,1900.2,96,1,0,none
2024-03-23,Ahmedabad,Sportswear,SKU_APP_008,19,355.8,150,5,0,none
2022-04-08,Delhi,Footwear,SKU_SPO_004,20,371.08,345,4,0,none
2022-05-11,Delhi,Sportswear,SKU_APP_009,25,2500.63,235,3,0,none
2024-03-15,Hyderabad,Electronics,SKU_ACC_004,19,2296.69,226,5,0,none
2022-06-20,Kolkata,Footwear,SKU_ELE_010,21,2002.5,209,2,0,none
2022-07-02,Chennai,Apparel,SKU_FOO_002,24,389.61,180,3,1,none
2022-12-30,Ahmedabad,Electronics,SKU_APP_006,21,2878.8,381,2,0,none
2022-02-08,Ahmedabad,Footwear,SKU_ELE_003,19,3405.55,191,1,0,none
2023-06-11,Chennai,Apparel,SKU_SPO_004,30,3702.24,84,2,0,none
2024-06-06,Kolkata,Electronics,SKU_FOO_010,16,2123.24,130,3,0,none
2023-05-12,Hyderabad,Accessories,SKU_ACC_007,18,2607.06,314,4,0,none
2023-05-31,Ahmedabad,Footwear,SKU_FOO_007,13,3485.48,78,2,0,none
2022-12-15,Mumbai,Footwear,SKU_FOO_009,19,253.83,275,5,0,none
2023-02-01,Delhi,Footwear,SKU_APP_003,17,3904.93,295,5,0,none
2023-12-23,Mumbai,Sportswear,SKU_APP_003,23,1081.81,378,2,0,none
2022-06-10,Mumbai,Footwear,SKU_SPO_007,11,664.06,217,5,0,none
2022-01-16,Chennai,Sportswear,SKU_SPO_004,23,3697.84,311,2,0,none
2023-05-08,Hyderabad,Footwear,SKU_ACC_004,17,3789.08,258,3,0,none
2023-03-02,Bangalore,Electronics,SKU_ELE_006,16,1082.45,178,5,0,none
2022-04-18,Mumbai,Footwear,SKU_APP_004,17,302.33,398,4,0,none
2024-06-12,Kolkata,Footwear,SKU_ACC_010,16,1213.37,164,2,0,none
2023-03-26,Pune,Accessories,SKU_SPO_006,23,649.63,335,5,0,none
2022-11-07,Chennai,Accessories,SKU_ELE_006,20,2953.58,331,2,0,none
2024-01-09,Pune,Electronics,SKU_APP_008,28,2090.07,250,3,0,none
2022-06-19,Pune,Footwear,SKU_APP_010,24,2580.95,209,5,0,none
2023-06-30,Mumbai,Apparel,SKU_SPO_004,13,915.73,98,2,0,none
2023-02-18,Mumbai,Footwear,SKU_ELE_007,19,1047.33,194,1,0,none
2022-09-08,Bangalore,Electronics,SKU_ACC_005,29,2681.18,327,2,0,none
2024-01-29,Bangalore,Apparel,SKU_SPO_004,17,2852.21,277,1,0,none
2024-02-20,Bangalore,Electronics,SKU_ELE_001,17,3665.13,174,4,0,none
2022-05-21,Delhi,Electronics,SKU_ELE_008,18,451.59,283,1,1,none
2022-10-01,Chennai,Footwear,SKU_ELE_010,13,703.34,179,4,0,none
2023-02-20,Ahmedabad,Sportswear,SKU_ELE_005,17,2956.32,169,2,0,none
2023-08-31,Chennai,Footwear,SKU_APP_001,26,2061.3,364,4,0,none
2024-01-09,Delhi,Electronics,SKU_ACC_006,22,2100.81,394,5,0,none
2024-06-09,Ahmedabad,Apparel,SKU_SPO_005,17,2099.73,319,1,1,none
2022-02-08,Kolkata,Accessories,SKU_ACC_001,24,387.73,122,4,1,none
2024-03-24,Ahmedabad,Accessories,SKU_ACC_007,18,1289.72,259,1,0,none
2022-01-29,Chennai,Accessories,SKU_SPO_009,18,3817.56,348,3,0,none
2023-04-22,Bangalore,Electronics,SKU_SPO_005,28,3717.13,291,2,0,eid
2022-11-14,Bangalore,Sportswear,SKU_ELE_010,16,1583.78,350,3,1,none
2022-09-02,Hyderabad,Accessories,SKU_ACC_009,21,481.31,335,1,0,none
2024-01-18,Kolkata,Sportswear,SKU_FOO_001,25,350.83,266,1,1,none
2023-11-28,Pune,Accessories,SKU_SPO_009,15,1000.83,51,1,0,none
2022-09-29,Pune,Electronics,SKU_FOO_009,18,1800.71,357,2,0,none
2023-03-16,Hyderabad,Footwear,SKU_APP_010,22,3692.59,112,5,0,none
2024-01-18,Bangalore,Apparel,SKU_ACC_001,21,3638.9,327,1,0,none
2022-08-27,Pune,Accessories,SKU_SPO_006,16,656.11,176,2,0,none
2023-01-12,Delhi,Footwear,SKU_FOO_003,25,2212.72,256,2,0,none
2022-09-23,Kolkata,Accessories,SKU_FOO_010,19,1985.68,273,2,0,none
2022-12-25,Delhi,Accessories,SKU_ACC_004,24,527.96,197,2,0,none
2022-12-06,Bangalore,Apparel,SKU_APP_007,18,962.67,296,4,0,none
2023-01-24,Hyderabad,Footwear,SKU_SPO_007,16,2588.13,266,4,0,none
2023-07-31,Chennai,Electronics,SKU_APP_004,23,1957.86,162,3,1,none
2023-11-20,Mumbai,Accessories,SKU_SPO_001,16,1379.22,307,3,0,none
2022-01-03,Delhi,Sportswear,SKU_ELE_005,20,2302.38,307,4,0,none
2023-03-05,Mumbai,Electronics,SKU_ELE_002,21,3966.82,159,4,0,none
2022-05-22,Hyderabad,Footwear,SKU_ELE_007,22,2110.93,289,3,0,none
2023-01-11,Chennai,Footwear,SKU_ELE_010,17,2024.14,160,5,0,none
2023-11-01,Pune,Accessories,SKU_ACC_003,20,906.12,319,1,0,none
2022-11-20,Chennai,Sportswear,SKU_FOO_008,23,3455.12,303,3,0,none
2022-05-26,Bangalore,Electronics,SKU_FOO_001,18,3216.09,319,5,0,none
2022-10-20,Chennai,Footwear,SKU_APP_010,24,3769.94,133,5,0,none
2023-10-27,Pune,Accessories,SKU_SPO_005,15,1041.9,284,1,1,none
2023-03-08,Delhi,Accessories,SKU_SPO_003,17,1539.92,197,3,0,holi
2023-12-06,Bangalore,Apparel,SKU_FOO_004,17,452.46,122,2,1,none
2023-08-08,Chennai,Sportswear,SKU_ELE_009,24,2976.95,377,1,0,none
2023-02-03,Mumbai,Apparel,SKU_ACC_008,15,2086.84,342,4,0,none
2024-03-27,Hyderabad,Sportswear,SKU_FOO_010,11,1383.52,101,1,0,none
2024-06-07,Delhi,Accessories,SKU_FOO_006,14,335.5,267,4,1,none
2022-12-10,Kolkata,Electronics,SKU_ELE_008,23,2134.51,82,2,0,none
2022-05-20,Pune,Electronics,SKU_ACC_006,16,682.5,286,3,0,none
2022-07-06,Hyderabad,Footwear,SKU_ACC_006,18,3841.81,60,2,0,none
2024-03-15,Chennai,Apparel,SKU_ELE_009,20,774.4,284,5,1,none
2022-03-02,Delhi,Sportswear,SKU_SPO_006,18,2469.95,173,3,0,none
2023-01-15,Bangalore,Sportswear,SKU_ACC_006,28,2556.5,100,1,0,none
2023-12-11,Bangalore,Electronics,SKU_SPO_010,16,922.56,131,2,0,none
2024-03-17,Bangalore,Apparel,SKU_FOO_005,24,2149.0,142,1,0,none
2023-03-16,Hyderabad,Sportswear,SKU_ACC_001,16,1472.26,138,2,0,none
2022-11-15,Mumbai,Footwear,SKU_ELE_003,26,1444.77,219,5,0,none
2022-10-29,Chennai,Sportswear,SKU_ACC_004,39,351.16,173,2,0,diwali
2022-12-10,Ahmedabad,Apparel,SKU_ACC_001,17,2135.99,235,2,0,none
2022-01-11,Ahmedabad,Electronics,SKU_ELE_002,15,2324.77,280,4,0,none
2022-03-03,Pune,Accessories,SKU_APP_001,24,1850.42,134,3,0,none
2024-04-24,Ahmedabad,Electronics,SKU_ACC_009,14,973.88,145,2,0,none
2022-08-14,Delhi,Sportswear,SKU_FOO_003,19,1373.74,204,3,0,none
2022-06-02,Bangalore,Apparel,SKU_ELE_004,13,1785.92,317,4,0,none
2023-12-12,Ahmedabad,Apparel,SKU_ELE_009,22,669.29,152,5,0,none
2023-07-18,Mumbai,Footwear,SKU_ELE_008,19,533.6,229,4,0,none
2024-02-11,Pune,Apparel,SKU_SPO_010,14,743.27,79,1,0,none
2023-07-25,Delhi,Accessories,SKU_FOO_001,18,2171.33,191,5,0,none
2023-08-07,Ahmedabad,Footwear,SKU_APP_010,20,490.01,397,3,0,none
2023-10-22,Kolkata,Sportswear,SKU_FOO_002,20,260.72,189,4,0,none
2024-05-10,Ahmedabad,Apparel,SKU_ELE_008,17,3159.39,372,4,0,none
2023-07-29,Bangalore,Apparel,SKU_SPO_005,22,1823.49,352,3,0,none
2022-11-06,Hyderabad,Electronics,SKU_SPO_001,29,3624.14,66,2,1,none
2024-06-03,Delhi,Footwear,SKU_ACC_005,18,3209.23,323,3,0,none
2022-08-31,Pune,Accessories,SKU_APP_001,23,1675.81,357,3,0,none
2023-05-08,Pune,Accessories,SKU_APP_003,19,3136.59,208,5,0,none
2023-01-01,Hyderabad,Footwear,SKU_ACC_010,18,3443.18,125,4,0,none
2022-11-26,Pune,Footwear,SKU_ACC_005,22,3096.67,272,3,1,none
2022-04-17,Hyderabad,Accessories,SKU_FOO_007,27,3916.76,377,1,1,none
2022-08-14,Pune,Accessories,SKU_ELE_002,19,242.52,324,2,0,none
2024-04-04,Chennai,Apparel,SKU_ACC_005,12,2860.17,275,1,0,none
2022-08-06,Mumbai,Accessories,SKU_SPO_002,34,1413.52,65,4,1,none
2024-01-23,Mumbai,Apparel,SKU_APP_003,27,3086.96,344,5,0,none
2023-05-21,Kolkata,Electronics,SKU_ELE_006,13,2894.14,88,3,1,none
2022-09-16,Pune,Footwear,SKU_APP_006,27,625.98,242,2,0,none
2024-06-06,Hyderabad,Accessories,SKU_SPO_002,14,2797.41,141,1,0,none
2024-02-13,Chennai,Apparel,SKU_FOO_002,22,1107.5,73,5,0,none
2023-06-01,Ahmedabad,Accessories,SKU_ACC_003,15,3568.65,203,4,0,none
2024-02-12,Hyderabad,Apparel,SKU_SPO_003,16,1354.59,295,5,0,none
2022-02-23,Hyderabad,Footwear,SKU_ELE_001,19,3875.05,339,4,0,none
2022-02-16,Hyderabad,Sportswear,SKU_FOO_002,19,2368.42,248,4,0,none
2023-12-28,Hyderabad,Apparel,SKU_FOO_010,33,2157.99,72,3,0,none
2023-11-20,Ahmedabad,Sportswear,SKU_ELE_003,13,1150.57,361,1,0,none
2023-06-05,Delhi,Footwear,SKU_ELE_007,28,2639.52,202,1,0,none
2022-04-09,Chennai,Electronics,SKU_ELE_004,23,3824.61,358,4,0,none
2022-01-20,Bangalore,Sportswear,SKU_APP_006,22,3023.35,383,2,0,none
2024-06-08,Delhi,Sportswear,SKU_APP_010,26,1819.25,166,2,0,none
2024-01-23,Ahmedabad,Sportswear,SKU_SPO_005,12,3850.12,86,3,0,none
2023-07-27,Delhi,Apparel,SKU_ELE_002,21,536.07,110,4,0,none
2024-06-09,Delhi,Electronics,SKU_SPO_005,25,626.34,123,4,0,none
2023-05-05,Bangalore,Apparel,SKU_APP_010,23,715.82,310,1,0,none
2023-02-23,Delhi,Sportswear,SKU_ELE_010,25,3400.91,85,2,0,none
2023-11-21,Delhi,Electronics,SKU_APP_001,19,1816.39,304,5,0,none
2024-04-29,Ahmedabad,Footwear,SKU_SPO_006,24,672.61,291,2,0,none
2022-03-03,Mumbai,Apparel,SKU_ACC_001,23,1781.72,234,3,0,none
2022-05-25,Delhi,Footwear,SKU_ELE_009,17,333.32,376,3,0,none
2022-08-04,Ahmedabad,Sportswear,SKU_ACC_007,19,223.6,299,1,0,none
2022-01-03,Hyderabad,Sportswear,SKU_ELE_008,24,2567.21,354,5,0,none
2022-06-09,Hyderabad,Apparel,SKU_ELE_010,27,2152.11,87,4,1,none
2024-01-09,Bangalore,Footwear,SKU_FOO_009,22,541.36,295,5,0,none
2024-02-20,Delhi,Footwear,SKU_ELE_009,11,1395.65,372,2,1,none
2022-04-30,Hyderabad,Electronics,SKU_SPO_007,25,3356.06,234,4,1,none
2024-06-11,Bangalore,Electronics,SKU_APP_005,18,574.79,265,4,1,none
2022-03-30,Bangalore,Footwear,SKU_ACC_003,21,2449.44,239,1,0,none
2022-11-25,Mumbai,Sportswear,SKU_FOO_009,28,2294.45,135,1,0,none
2023-08-03,Kolkata,Accessories,SKU_APP_002,16,2848.28,243,4,0,none
2022-12-23,Chennai,Sportswear,SKU_SPO_001,12,1859.52,278,3,1,none
2023-09-02,Delhi,Apparel,SKU_APP_003,15,597.18,240,2,1,none
2022-09-24,Bangalore,Footwear,SKU_ACC_007,20,2303.25,292,1,0,none
2023-09-09,Pune,Accessories,SKU_ACC_007,17,1240.47,213,2,0,none
2022-11-19,Bangalore,Apparel,SKU_ELE_009,23,1542.72,156,1,0,none
2023-09-27,Bangalore,Footwear,SKU_APP_002,21,1743.2,309,2,1,none
2023-06-25,Kolkata,Electronics,SKU_SPO_002,19,2610.26,128,5,0,none
