date,distribution_region,product_name,brand,order_quantity,wholesale_unit_price_inr,warehouse_stock,dispatch_lead_time_days,bulk_discount_flag,season_event
2024-02-15,West,Bata Comfit Sandals,Bata,62,319.71,253,1,0,none
2024-02-15,West,Liberty Force-10 School Shoes,Liberty,35,410.52,97,4,0,none
2024-02-15,West,Action Formal Leather Shoes,Action,27,586.56,119,3,0,none
2024-02-16,North,Relaxo Hawai Slippers,Relaxo,134,90.67,547,2,0,none
2024-02-16,North,Sparx Running Shoes SM-450,Sparx,57,669.27,237,2,0,none
2024-02-16,North,Bata Comfit Sandals,Bata,54,310.93,208,4,0,none
2024-02-16,North,Liberty Force-10 School Shoes,Liberty,29,412.64,134,3,1,none
2024-02-16,North,Action Formal Leather Shoes,Action,27,560.73,69,2,0,none
2024-02-16,South,Relaxo Hawai Slippers,Relaxo,127,82.36,403,1,0,none
2024-02-16,South,Sparx Running Shoes SM-450,Sparx,45,655.18,125,3,0,none
2024-02-16,South,Bata Comfit Sandals,Bata,,310.41,213,1,0,none
2024-02-16,South,Liberty Force-10 School Shoes,Liberty,28,391.31,107,2,0,none
2024-02-16,South,Action Formal Leather Shoes,Action,23,573.93,76,1,0,none
2024-02-16,West,Relaxo Hawai Slippers,Relaxo,126,85.14,476,4,0,none
2024-02-16,West,Sparx Running Shoes SM-450,Sparx,46,678.44,224,3,0,none
2024-02-16,West,Bata Comfit Sandals,Bata,58,339.22,177,1,0,none
2024-02-16,West,Liberty Force-10 School Shoes,Liberty,33,410.27,93,1,0,none
2024-02-16,West,Action Formal Leather Shoes,Action,27,575.43,84,3,0,none
2024-02-17,North,Relaxo Hawai Slippers,Relaxo,81,84.9,375,4,0,none
2024-02-17,North,Sparx Running Shoes SM-450,Sparx,,674.51,79,2,0,none
2024-02-17,North,Bata Comfit Sandals,Bata,36,329.0,176,1,0,none
2024-02-17,North,Liberty Force-10 School Shoes,Liberty,24,391.46,61,3,0,none
2024-02-17,North,Action Formal Leather Shoes,Action,19,577.12,67,2,0,none
2024-02-17,South,Relaxo Hawai Slippers,Relaxo,90,82.76,444,2,0,none
2024-02-17,South,Sparx Running Shoes SM-450,Sparx,31,654.76,110,2,0,none
2024-02-17,South,Bata Comfit Sandals,Bata,32,322.06,84,2,1,none
2024-02-17,South,Liberty Force-10 School Shoes,Liberty,22,425.42,63,2,0,none
2024-02-17,South,Action Formal Leather Shoes,Action,19,588.89,94,3,0,none
2024-02-17,West,Relaxo Hawai Slippers,Relaxo,,80.97,361,4,0,none
2024-02-17,West,Sparx Running Shoes SM-450,Sparx,27,643.38,129,2,1,none
2024-02-17,West,Bata Comfit Sandals,Bata,144,327.42,664,4,0,none
2024-02-17,West,Liberty Force-10 School Shoes,Liberty,22,399.52,109,4,0,none
2024-02-17,West,Action Formal Leather Shoes,Action,16,551.2,40,3,0,none
2024-02-18,North,Relaxo Hawai Slippers,Relaxo,91,84.36,283,2,0,none
2024-02-18,North,Sparx Running Shoes SM-450,Sparx,33,643.12,153,4,0,none
2024-02-18,North,Bata Comfit Sandals,Bata,35,300.03,134,4,0,none
2024-02-18,North,Liberty Force-10 School Shoes,Liberty,22,390.81,74,2,0,none
2024-02-18,North,Action Formal Leather Shoes,Action,19,590.66,69,4,0,none
2024-02-18,South,Relaxo Hawai Slippers,Relaxo,95,88.15,360,1,0,none
2024-02-18,South,Sparx Running Shoes SM-450,Sparx,26,657.99,109,1,0,none
2024-02-18,South,Bata Comfit Sandals,Bata,33,328.47,160,1,1,none
2024-02-18,South,Liberty Force-10 School Shoes,Liberty,24,428.79,88,3,0,none
2024-02-18,South,Action Formal Leather Shoes,Action,15,583.43,54,4,0,none
2024-02-18,West,Relaxo Hawai Slippers,Relaxo,405,80.19,1735,4,0,none
2024-02-18,West,Sparx Running Shoes SM-450,Sparx,29,653.52,80,1,0,none
2024-02-18,West,Bata Comfit Sandals,Bata,33,320.65,95,2,0,none
2024-02-18,West,Liberty Force-10 School Shoes,Liberty,,409.48,101,1,0,none
2024-02-18,West,Action Formal Leather Shoes,Action,14,550.36,62,1,0,none
2024-02-19,North,Relaxo Hawai Slippers,Relaxo,166,86.92,658,1,0,none
2024-02-19,North,Sparx Running Shoes SM-450,Sparx,47,678.82,133,1,0,none
2024-02-19,North,Bata Comfit Sandals,Bata,59,307.37,188,4,0,none
2024-02-19,North,Liberty Force-10 School Shoes,Liberty,27,406.86,79,3,0,none
2024-02-19,North,Action Formal Leather Shoes,Action,130,577.43,427,2,1,none
2024-02-19,South,Relaxo Hawai Slippers,Relaxo,137,86.14,408,4,0,none
2024-02-19,South,Sparx Running Shoes SM-450,Sparx,44,660.51,180,3,0,none
2024-02-19,South,Bata Comfit Sandals,Bata,66,323.28,207,2,0,none
2024-02-19,South,Liberty Force-10 School Shoes,Liberty,27,410.65,97,3,0,none
2024-02-19,South,Action Formal Leather Shoes,Action,28,583.17,130,4,0,none
2024-02-19,West,Relaxo Hawai Slippers,Relaxo,126,81.96,500,4,0,none
2024-02-19,West,Sparx Running Shoes SM-450,Sparx,42,656.84,206,3,0,none
2024-02-19,West,Bata Comfit Sandals,Bata,57,326.25,209,1,0,none
2024-02-19,West,Liberty Force-10 School Shoes,Liberty,24,,104,4,0,none
2024-02-19,West,Action Formal Leather Shoes,Action,22,588.83,102,2,0,none
2024-02-20,North,Relaxo Hawai Slippers,Relaxo,144,91.49,546,2,0,none
2024-02-20,North,Sparx Running Shoes SM-450,Sparx,50,650.17,176,3,0,none
2024-02-20,North,Bata Comfit Sandals,Bata,52,304.84,192,4,0,none
2024-02-20,North,Liberty Force-10 School Shoes,Liberty,30,415.28,77,1,0,none
2024-02-20,North,Action Formal Leather Shoes,Action,22,596.18,85,4,0,none
2024-02-20,South,Relaxo Hawai Slippers,Relaxo,111,85.49,504,1,0,none
2024-02-20,South,Sparx Running Shoes SM-450,Sparx,47,644.28,196,3,0,none
2024-02-20,South,Bata Comfit Sandals,Bata,47,304.25,218,2,0,none
2024-02-20,South,Liberty Force-10 School Shoes,Liberty,32,412.05,149,1,0,none
2024-02-20,South,Action Formal Leather Shoes,Action,25,604.1,86,4,0,none
2024-02-20,West,Relaxo Hawai Slippers,Relaxo,128,83.49,639,1,0,none
2024-02-20,West,Sparx Running Shoes SM-450,Sparx,47,653.39,217,2,0,none
2024-02-20,West,Bata Comfit Sandals,Bata,49,301.73,159,3,0,none
2024-02-20,West,Liberty Force-10 School Shoes,Liberty,31,412.75,101,1,0,none
2024-02-20,West,Action Formal Leather Shoes,Action,31,554.11,90,2,0,none
2024-02-21,North,Relaxo Hawai Slippers,Relaxo,153,87.26,593,4,0,none
2024-02-21,North,Sparx Running Shoes SM-450,Sparx,47,664.69,144,4,0,none
2024-02-21,North,Bata Comfit Sandals,Bata,57,304.54,262,4,0,none
2024-02-21,North,Liberty Force-10 School Shoes,Liberty,175,408.52,512,2,0,none
2024-02-21,North,Action Formal Leather Shoes,Action,27,597.25,117,2,0,none
2024-02-21,South,Relaxo Hawai Slippers,Relaxo,125,90.14,349,1,1,none
2024-02-21,South,Sparx Running Shoes SM-450,Sparx,,631.93,128,2,1,none
2024-02-21,South,Bata Comfit Sandals,Bata,60,323.98,284,3,0,none
2024-02-21,South,Liberty Force-10 School Shoes,Liberty,35,390.44,152,4,0,none
2024-02-21,South,Action Formal Leather Shoes,Action,27,584.74,127,1,0,none
2024-02-21,West,Relaxo Hawai Slippers,Relaxo,125,85.65,503,2,0,none
2024-02-21,West,Sparx Running Shoes SM-450,Sparx,48,656.66,126,1,0,none
2024-02-21,West,Bata Comfit Sandals,Bata,57,321.78,240,1,0,none
2024-02-21,West,Liberty Force-10 School Shoes,Liberty,24,414.72,67,1,0,none
2024-02-21,West,Action Formal Leather Shoes,Action,23,569.35,82,4,0,none
2024-02-22,North,Relaxo Hawai Slippers,Relaxo,133,85.8,550,1,0,none
2024-02-22,North,Sparx Running Shoes SM-450,Sparx,46,656.16,205,3,0,none
2024-02-22,North,Bata Comfit Sandals,Bata,,311.19,196,2,0,none
2024-02-22,North,Liberty Force-10 School Shoes,Liberty,39,410.91,187,1,0,none
2024-02-22,North,Action Formal Leather Shoes,Action,24,600.64,68,1,0,none
2024-02-22,South,Relaxo Hawai Slippers,Relaxo,114,83.14,340,2,0,none
2024-02-22,South,Sparx Running Shoes SM-450,Sparx,51,,228,2,0,none
2024-02-22,South,Bata Comfit Sandals,Bata,56,312.92,274,1,0,none
2024-02-22,South,Liberty Force-10 School Shoes,Liberty,36,405.95,114,4,0,none
2024-02-22,South,Action Formal Leather Shoes,Action,23,605.99,79,1,0,none
2024-02-22,West,Relaxo Hawai Slippers,Relaxo,136,90.31,645,2,0,none
2024-02-22,West,Sparx Running Shoes SM-450,Sparx,45,661.38,217,3,0,none
2024-02-22,West,Bata Comfit Sandals,Bata,,313.69,313,3,0,none
2024-02-22,West,Liberty Force-10 School Shoes,Liberty,35,395.7,171,3,0,none
2024-02-22,West,Action Formal Leather Shoes,Action,24,589.36,77,1,0,none
2024-02-23,North,Relaxo Hawai Slippers,Relaxo,119,91.26,523,3,0,none
2024-02-23,North,Sparx Running Shoes SM-450,Sparx,47,642.23,215,4,0,none
2024-02-23,North,Bata Comfit Sandals,Bata,62,327.95,163,2,0,none
2024-02-23,North,Liberty Force-10 School Shoes,Liberty,,400.37,127,3,0,none
2024-02-23,North,Action Formal Leather Shoes,Action,21,578.61,58,1,0,none
2024-02-23,South,Relaxo Hawai Slippers,Relaxo,112,85.67,366,2,0,none
2024-02-23,South,Sparx Running Shoes SM-450,Sparx,,652.05,230,1,0,none
2024-02-23,South,Bata Comfit Sandals,Bata,60,318.98,165,3,0,none
2024-02-23,South,Liberty Force-10 School Shoes,Liberty,34,402.19,,3,0,none
2024-02-23,South,Action Formal Leather Shoes,Action,21,573.55,79,3,0,none
2024-02-23,West,Relaxo Hawai Slippers,Relaxo,93,83.39,362,3,0,none
2024-02-23,West,Sparx Running Shoes SM-450,Sparx,290,674.54,1039,4,0,none
2024-02-23,West,Bata Comfit Sandals,Bata,62,305.83,226,3,0,none
2024-02-23,West,Liberty Force-10 School Shoes,Liberty,31,419.84,89,4,0,none
2024-02-23,West,Action Formal Leather Shoes,Action,23,562.63,114,2,0,none
2024-02-24,North,Relaxo Hawai Slippers,Relaxo,69,84.46,271,1,0,none
2024-02-24,North,Sparx Running Shoes SM-450,Sparx,33,679.02,130,1,0,none
2024-02-24,North,Bata Comfit Sandals,Bata,39,335.41,122,1,0,none
2024-02-24,North,Liberty Force-10 School Shoes,Liberty,17,393.84,78,2,0,none
2024-02-24,North,Action Formal Leather Shoes,Action,14,582.06,69,4,0,none
2024-02-24,South,Relaxo Hawai Slippers,Relaxo,76,80.08,372,2,0,none
2024-02-24,South,Sparx Running Shoes SM-450,Sparx,,638.12,131,1,0,none
2024-02-24,South,Bata Comfit Sandals,Bata,45,306.34,188,3,0,none
2024-02-24,South,Liberty Force-10 School Shoes,Liberty,19,400.44,77,1,0,none
2024-02-24,South,Action Formal Leather Shoes,Action,14,607.17,52,1,0,none
2024-02-24,West,Relaxo Hawai Slippers,Relaxo,88,87.8,426,4,0,none
2024-02-24,West,Sparx Running Shoes SM-450,Sparx,24,651.49,84,1,0,none
2024-02-24,West,Bata Comfit Sandals,Bata,41,324.09,109,4,0,none
2024-02-24,West,Liberty Force-10 School Shoes,Liberty,24,410.39,69,4,0,none
2024-02-24,West,Action Formal Leather Shoes,Action,17,589.66,48,1,0,none
2024-02-25,North,Relaxo Hawai Slippers,Relaxo,84,82.94,303,4,0,none
2024-02-25,North,Sparx Running Shoes SM-450,Sparx,28,648.24,81,1,0,none
2024-02-25,North,Bata Comfit Sandals,Bata,35,335.2,101,4,0,none
2024-02-25,North,Liberty Force-10 School Shoes,Liberty,22,422.56,81,1,0,none
2024-02-25,North,Action Formal Leather Shoes,Action,18,603.8,67,1,0,none
2024-02-25,South,Relaxo Hawai Slippers,Relaxo,91,88.3,342,1,0,none
2024-02-25,South,Sparx Running Shoes SM-450,Sparx,29,664.39,100,1,0,none
2024-02-25,South,Bata Comfit Sandals,Bata,38,318.27,128,4,0,none
2024-02-25,South,Liberty Force-10 School Shoes,Liberty,22,420.21,60,2,0,none
2024-02-25,South,Action Formal Leather Shoes,Action,17,604.04,59,1,0,none
2024-02-25,West,Relaxo Hawai Slippers,Relaxo,74,89.97,328,1,0,none
2024-02-25,West,Sparx Running Shoes SM-450,Sparx,32,631.17,112,4,0,none
2024-02-25,West,Bata Comfit Sandals,Bata,40,304.85,118,1,0,none
2024-02-25,West,Liberty Force-10 School Shoes,Liberty,22,420.5,87,1,0,none
2024-02-25,West,Action Formal Leather Shoes,Action,14,589.96,47,3,0,none
2024-02-26,North,Relaxo Hawai Slippers,Relaxo,132,82.52,619,3,0,none
2024-02-26,North,Sparx Running Shoes SM-450,Sparx,53,652.4,258,1,0,none
2024-02-26,North,Bata Comfit Sandals,Bata,54,300.95,143,1,0,none
2024-02-26,North,Liberty Force-10 School Shoes,Liberty,32,390.88,87,3,0,none
2024-02-26,North,Action Formal Leather Shoes,Action,29,570.26,133,4,0,none
2024-02-26,South,Relaxo Hawai Slippers,Relaxo,136,82.1,373,3,0,none
2024-02-26,South,Sparx Running Shoes SM-450,Sparx,52,644.12,168,1,0,none
2024-02-26,South,Bata Comfit Sandals,Bata,64,334.27,198,4,1,none
2024-02-26,South,Liberty Force-10 School Shoes,Liberty,155,428.27,457,2,0,none
2024-02-26,South,Action Formal Leather Shoes,Action,26,570.94,95,2,1,none
2024-02-26,West,Relaxo Hawai Slippers,Relaxo,135,90.32,561,3,0,none
2024-02-26,West,Sparx Running Shoes SM-450,Sparx,44,628.18,212,2,0,none
2024-02-26,West,Bata Comfit Sandals,Bata,62,317.6,182,1,0,none
2024-02-26,West,Liberty Force-10 School Shoes,Liberty,37,392.39,106,2,0,none
2024-02-26,West,Action Formal Leather Shoes,Action,28,598.03,126,2,0,none
2024-02-27,North,Relaxo Hawai Slippers,Relaxo,131,86.35,353,3,0,none
2024-02-27,North,Sparx Running Shoes SM-450,Sparx,46,652.11,204,4,0,none
2024-02-27,North,Bata Comfit Sandals,Bata,48,320.84,235,2,0,none
2024-02-27,North,Liberty Force-10 School Shoes,Liberty,,,149,1,0,none
2024-02-27,North,Action Formal Leather Shoes,Action,25,602.51,106,4,0,none
2024-02-27,South,Relaxo Hawai Slippers,Relaxo,124,87.01,518,4,0,none
2024-02-27,South,Sparx Running Shoes SM-450,Sparx,46,647.97,172,3,0,none
2024-02-27,South,Bata Comfit Sandals,Bata,46,321.6,226,4,1,none
2024-02-27,South,Liberty Force-10 School Shoes,Liberty,33,422.75,158,3,0,none
2024-02-27,South,Action Formal Leather Shoes,Action,29,554.49,79,3,0,none
2024-02-27,West,Relaxo Hawai Slippers,Relaxo,134,81.06,662,4,1,none
2024-02-27,West,Sparx Running Shoes SM-450,Sparx,54,632.45,152,3,0,none
2024-02-27,West,Bata Comfit Sandals,Bata,72,336.8,351,4,0,none
2024-02-27,West,Liberty Force-10 School Shoes,Liberty,34,426.08,118,4,0,none
2024-02-27,West,Action Formal Leather Shoes,Action,24,573.74,81,3,0,none
2024-02-28,North,Relaxo Hawai Slippers,Relaxo,129,91.55,426,3,0,none
2024-02-28,North,Sparx Running Shoes SM-450,Sparx,53,658.4,262,1,0,none
2024-02-28,North,Bata Comfit Sandals,Bata,280,322.83,1014,1,0,none
2024-02-28,North,Liberty Force-10 School Shoes,Liberty,27,413.23,83,2,0,none
2024-02-28,North,Action Formal Leather Shoes,Action,25,551.33,,2,0,none
2024-02-28,South,Relaxo Hawai Slippers,Relaxo,136,86.84,446,3,0,none
2024-02-28,South,Sparx Running Shoes SM-450,Sparx,49,636.94,222,2,0,none
2024-02-28,South,Bata Comfit Sandals,Bata,55,323.75,263,2,0,none
2024-02-28,South,Liberty Force-10 School Shoes,Liberty,27,391.98,86,4,0,none
2024-02-28,South,Action Formal Leather Shoes,Action,23,562.15,59,3,0,none
2024-02-28,West,Relaxo Hawai Slippers,Relaxo,130,89.5,474,4,0,none
2024-02-28,West,Sparx Running Shoes SM-450,Sparx,53,679.75,182,2,0,none
2024-02-28,West,Bata Comfit Sandals,Bata,50,307.82,171,2,0,none
2024-02-28,West,Liberty Force-10 School Shoes,Liberty,35,409.16,173,4,0,none
2024-02-28,West,Action Formal Leather Shoes,Action,19,569.1,57,2,0,none
2024-02-29,North,Relaxo Hawai Slippers,Relaxo,113,90.43,348,2,0,none
2024-02-29,North,Sparx Running Shoes SM-450,Sparx,48,650.27,141,3,1,none
2024-02-29,North,Bata Comfit Sandals,Bata,55,307.28,146,3,0,none
2024-02-29,North,Liberty Force-10 School Shoes,Liberty,32,416.14,97,1,0,none
2024-02-29,North,Action Formal Leather Shoes,Action,104,609.08,447,3,1,none
2024-02-29,South,Relaxo Hawai Slippers,Relaxo,117,88.4,428,4,0,none
2024-02-29,South,Sparx Running Shoes SM-450,Sparx,48,679.34,200,4,0,none
2024-02-29,South,Bata Comfit Sandals,Bata,65,313.24,247,1,0,none
2024-02-29,South,Liberty Force-10 School Shoes,Liberty,34,392.77,97,2,0,none
2024-02-29,South,Action Formal Leather Shoes,Action,18,591.62,87,3,0,none
2024-02-29,West,Relaxo Hawai Slippers,Relaxo,111,87.15,304,3,0,none
2024-02-29,West,Sparx Running Shoes SM-450,Sparx,45,631.18,202,1,0,none
2024-02-29,West,Bata Comfit Sandals,Bata,64,310.08,305,4,0,none
2024-02-29,West,Liberty Force-10 School Shoes,Liberty,36,420.55,118,2,0,none
2024-02-29,West,Action Formal Leather Shoes,Action,29,558.36,139,1,0,none
2024-03-01,North,Relaxo Hawai Slippers,Relaxo,166,82.05,797,1,0,none
2024-03-01,North,Sparx Running Shoes SM-450,Sparx,51,643.95,140,3,0,none
2024-03-01,North,Bata Comfit Sandals,Bata,59,326.48,175,1,0,none
2024-03-01,North,Liberty Force-10 School Shoes,Liberty,29,419.86,140,1,0,none
2024-03-01,North,Action Formal Leather Shoes,Action,27,559.01,,3,0,none
2024-03-01,South,Relaxo Hawai Slippers,Relaxo,148,81.99,525,4,1,none
2024-03-01,South,Sparx Running Shoes SM-450,Sparx,45,673.52,,3,0,none
2024-03-01,South,Bata Comfit Sandals,Bata,58,309.03,282,2,0,none
2024-03-01,South,Liberty Force-10 School Shoes,Liberty,26,418.55,73,4,0,none
2024-03-01,South,Action Formal Leather Shoes,Action,26,582.26,,4,0,none
2024-03-01,West,Relaxo Hawai Slippers,Relaxo,131,89.76,446,2,0,none
2024-03-01,West,Sparx Running Shoes SM-450,Sparx,53,675.91,255,4,1,none
2024-03-01,West,Bata Comfit Sandals,Bata,55,336.23,269,2,0,none
2024-03-01,West,Liberty Force-10 School Shoes,Liberty,35,409.5,143,4,0,none
2024-03-01,West,Action Formal Leather Shoes,Action,27,572.65,68,3,0,none
2024-03-02,North,Relaxo Hawai Slippers,Relaxo,79,89.98,224,4,0,none
2024-03-02,North,Sparx Running Shoes SM-450,Sparx,39,662.04,185,2,1,none
2024-03-02,North,Bata Comfit Sandals,Bata,34,308.51,139,1,0,none
2024-03-02,North,Liberty Force-10 School Shoes,Liberty,22,413.79,73,2,0,none
2024-03-02,North,Action Formal Leather Shoes,Action,15,589.89,74,2,0,none
2024-03-02,South,Relaxo Hawai Slippers,Relaxo,86,82.51,268,2,0,none
2024-03-02,South,Sparx Running Shoes SM-450,Sparx,29,643.13,141,1,1,none
2024-03-02,South,Bata Comfit Sandals,Bata,39,330.5,,1,0,none
2024-03-02,South,Liberty Force-10 School Shoes,Liberty,21,429.45,95,2,0,none
2024-03-02,South,Action Formal Leather Shoes,Action,16,595.57,58,3,0,none
2024-03-02,West,Relaxo Hawai Slippers,Relaxo,73,83.77,215,1,0,none
2024-03-02,West,Sparx Running Shoes SM-450,Sparx,30,645.39,93,2,0,none
2024-03-02,West,Bata Comfit Sandals,Bata,40,309.54,124,1,0,none
2024-03-02,West,Liberty Force-10 School Shoes,Liberty,22,417.24,81,4,1,none
2024-03-02,West,Action Formal Leather Shoes,Action,15,558.6,71,3,0,none
2024-03-03,North,Relaxo Hawai Slippers,Relaxo,88,82.69,406,4,0,none
2024-03-03,North,Sparx Running Shoes SM-450,Sparx,27,670.55,85,3,0,none
2024-03-03,North,Bata Comfit Sandals,Bata,39,326.93,110,1,0,none
2024-03-03,North,Liberty Force-10 School Shoes,Liberty,18,399.38,68,4,0,none
2024-03-03,North,Action Formal Leather Shoes,Action,17,590.64,58,1,0,none
2024-03-03,South,Relaxo Hawai Slippers,Relaxo,90,88.78,367,2,0,none
2024-03-03,South,Sparx Running Shoes SM-450,Sparx,38,636.09,185,1,0,none
2024-03-03,South,Bata Comfit Sandals,Bata,45,327.21,167,4,1,none
2024-03-03,South,Liberty Force-10 School Shoes,Liberty,20,408.69,89,1,0,none
2024-03-03,South,Action Formal Leather Shoes,Action,17,597.41,51,1,0,none
2024-03-03,West,Relaxo Hawai Slippers,Relaxo,,84.59,322,4,0,none
2024-03-03,West,Sparx Running Shoes SM-450,Sparx,34,,126,3,0,none
2024-03-03,West,Bata Comfit Sandals,Bata,38,321.04,133,4,0,none
2024-03-03,West,Liberty Force-10 School Shoes,Liberty,22,425.02,65,3,0,none
2024-03-03,West,Action Formal Leather Shoes,Action,18,583.93,63,4,0,none
2024-03-04,North,Relaxo Hawai Slippers,Relaxo,129,81.19,353,4,0,none
2024-03-04,North,Sparx Running Shoes SM-450,Sparx,49,646.23,,3,0,none
2024-03-04,North,Bata Comfit Sandals,Bata,59,,292,3,0,none
2024-03-04,North,Liberty Force-10 School Shoes,Liberty,35,395.87,171,2,0,none
2024-03-04,North,Action Formal Leather Shoes,Action,23,574.16,70,3,0,none
2024-03-04,South,Relaxo Hawai Slippers,Relaxo,126,90.38,473,3,0,none
2024-03-04,South,Sparx Running Shoes SM-450,Sparx,54,662.17,224,4,0,none
2024-03-04,South,Bata Comfit Sandals,Bata,52,316.35,180,2,0,none
2024-03-04,South,Liberty Force-10 School Shoes,Liberty,34,392.16,,3,0,none
2024-03-04,South,Action Formal Leather Shoes,Action,,,133,4,0,none
2024-03-04,West,Relaxo Hawai Slippers,Relaxo,,80.73,372,3,0,none
2024-03-04,West,Sparx Running Shoes SM-450,Sparx,49,628.67,208,4,0,none
2024-03-04,West,Bata Comfit Sandals,Bata,66,338.92,304,4,0,none
2024-03-04,West,Liberty Force-10 School Shoes,Liberty,33,397.7,83,2,0,none
2024-03-04,West,Action Formal Leather Shoes,Action,24,604.51,120,1,1,none
2024-03-05,North,Relaxo Hawai Slippers,Relaxo,127,88.8,593,1,0,none
2024-03-05,North,Sparx Running Shoes SM-450,Sparx,54,659.52,137,4,0,none
2024-03-05,North,Bata Comfit Sandals,Bata,56,311.98,149,3,0,none
2024-03-05,North,Liberty Force-10 School Shoes,Liberty,128,409.61,555,2,0,none
2024-03-05,North,Action Formal Leather Shoes,Action,29,601.44,100,4,0,none
2024-03-05,South,Relaxo Hawai Slippers,Relaxo,,81.66,469,1,0,none
2024-03-05,South,Sparx Running Shoes SM-450,Sparx,50,644.48,149,4,0,none
2024-03-05,South,Bata Comfit Sandals,Bata,56,300.92,146,3,0,none
2024-03-05,South,Liberty Force-10 School Shoes,Liberty,136,421.07,383,1,0,none
2024-03-05,South,Action Formal Leather Shoes,Action,25,579.9,66,3,1,none
2024-03-05,West,Relaxo Hawai Slippers,Relaxo,132,90.85,358,2,0,none
2024-03-05,West,Sparx Running Shoes SM-450,Sparx,51,649.08,193,1,0,none
2024-03-05,West,Bata Comfit Sandals,Bata,64,322.82,260,2,0,none
2024-03-05,West,Liberty Force-10 School Shoes,Liberty,42,420.34,126,1,0,none
2024-03-05,West,Action Formal Leather Shoes,Action,23,583.45,85,3,1,none
2024-03-06,North,Relaxo Hawai Slippers,Relaxo,147,84.54,661,4,1,none
2024-03-06,North,Sparx Running Shoes SM-450,Sparx,42,674.96,124,3,0,none
2024-03-06,North,Bata Comfit Sandals,Bata,57,325.38,190,3,0,none
2024-03-06,North,Liberty Force-10 School Shoes,Liberty,27,405.55,85,2,1,none
2024-03-06,North,Action Formal Leather Shoes,Action,24,600.88,106,1,0,none
2024-03-06,South,Relaxo Hawai Slippers,Relaxo,159,91.89,424,2,0,none
2024-03-06,South,Sparx Running Shoes SM-450,Sparx,40,667.84,124,1,0,none
2024-03-06,South,Bata Comfit Sandals,Bata,37,302.03,139,4,0,none
2024-03-06,South,Liberty Force-10 School Shoes,Liberty,32,396.9,120,1,0,none
2024-03-06,South,Action Formal Leather Shoes,Action,26,584.04,96,1,0,none
2024-03-06,West,Relaxo Hawai Slippers,Relaxo,149,91.06,621,2,0,none
2024-03-06,West,Sparx Running Shoes SM-450,Sparx,53,642.82,233,4,0,none
2024-03-06,West,Bata Comfit Sandals,Bata,54,324.9,197,3,0,none
2024-03-06,West,Liberty Force-10 School Shoes,Liberty,33,419.75,121,3,0,none
2024-03-06,West,Action Formal Leather Shoes,Action,20,588.2,72,2,0,none
2024-03-07,North,Relaxo Hawai Slippers,Relaxo,160,90.43,610,1,0,none
2024-03-07,North,Sparx Running Shoes SM-450,Sparx,52,651.39,257,4,0,none
2024-03-07,North,Bata Comfit Sandals,Bata,252,305.07,971,4,0,none
2024-03-07,North,Liberty Force-10 School Shoes,Liberty,31,406.55,,3,0,none
2024-03-07,North,Action Formal Leather Shoes,Action,22,,97,4,0,none
2024-03-07,South,Relaxo Hawai Slippers,Relaxo,126,82.1,622,3,0,none
2024-03-07,South,Sparx Running Shoes SM-450,Sparx,43,650.02,118,4,0,none
2024-03-07,South,Bata Comfit Sandals,Bata,67,336.07,312,1,0,none
2024-03-07,South,Liberty Force-10 School Shoes,Liberty,31,425.19,142,1,0,none
2024-03-07,South,Action Formal Leather Shoes,Action,25,608.8,85,4,0,none
2024-03-07,West,Relaxo Hawai Slippers,Relaxo,740,88.76,2995,4,0,none
2024-03-07,West,Sparx Running Shoes SM-450,Sparx,60,667.2,158,4,1,none
2024-03-07,West,Bata Comfit Sandals,Bata,62,302.95,170,1,0,none
2024-03-07,West,Liberty Force-10 School Shoes,Liberty,30,395.88,133,4,1,none
2024-03-07,West,Action Formal Leather Shoes,Action,25,581.18,93,4,0,none
2024-03-08,North,Relaxo Hawai Slippers,Relaxo,128,86.35,571,3,1,Womens Day
2024-03-08,North,Sparx Running Shoes SM-450,Sparx,44,629.46,199,2,1,Womens Day
2024-03-08,North,Bata Comfit Sandals,Bata,61,322.3,181,1,1,Womens Day
2024-03-08,North,Liberty Force-10 School Shoes,Liberty,34,418.6,127,2,1,Womens Day
2024-03-08,North,Action Formal Leather Shoes,Action,25,555.74,108,4,1,Womens Day
2024-03-08,South,Relaxo Hawai Slippers,Relaxo,138,91.31,500,1,1,Womens Day
2024-03-08,South,Sparx Running Shoes SM-450,Sparx,49,,163,1,1,Womens Day
2024-03-08,South,Bata Comfit Sandals,Bata,55,319.74,177,3,1,Womens Day
2024-03-08,South,Liberty Force-10 School Shoes,Liberty,31,392.39,151,4,1,Womens Day
2024-03-08,South,Action Formal Leather Shoes,Action,23,566.11,109,3,1,Womens Day
2024-03-08,West,Relaxo Hawai Slippers,Relaxo,157,90.02,397,3,1,Womens Day
2024-03-08,West,Sparx Running Shoes SM-450,Sparx,49,655.18,244,2,1,Womens Day
2024-03-08,West,Bata Comfit Sandals,Bata,64,324.41,218,2,1,Womens Day
2024-03-08,West,Liberty Force-10 School Shoes,Liberty,32,400.16,122,1,1,Womens Day
2024-03-08,West,Action Formal Leather Shoes,Action,23,569.78,100,4,1,Womens Day
2024-03-09,North,Relaxo Hawai Slippers,Relaxo,86,88.24,370,4,0,none
2024-03-09,North,Sparx Running Shoes SM-450,Sparx,32,628.18,152,1,0,none
2024-03-09,North,Bata Comfit Sandals,Bata,36,318.73,102,1,0,none
