date,store_city,product_name,brand,units_sold,unit_price_inr,stock_on_hand,restock_lead_time_days,promotion_flag,sale_event
2024-02-14,Bangalore,Noise ColorFit Pulse 2,Noise,17,1561.46,79,3,1,Valentines Day
2024-02-14,Bangalore,JBL Go 3,JBL,15,2163.65,52,7,1,Valentines Day
2024-02-14,Delhi,boAt Airdopes 141,boAt,43,1315.36,144,6,1,Valentines Day
2024-02-14,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,,1541.78,72,3,1,Valentines Day
2024-02-14,Delhi,Samsung Galaxy M14 5G,Samsung,12,13971.02,46,6,1,Valentines Day
2024-02-14,Delhi,Noise ColorFit Pulse 2,Noise,21,1610.97,95,4,1,Valentines Day
2024-02-14,Delhi,JBL Go 3,JBL,12,2167.81,40,6,1,Valentines Day
2024-02-15,Mumbai,boAt Airdopes 141,boAt,,1254.79,98,3,0,none
2024-02-15,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,18,1526.98,71,4,0,none
2024-02-15,Mumbai,Samsung Galaxy M14 5G,Samsung,10,,26,6,0,none
2024-02-15,Mumbai,Noise ColorFit Pulse 2,Noise,17,,84,3,0,none
2024-02-15,Mumbai,JBL Go 3,JBL,12,2211.07,32,7,0,none
2024-02-15,Bangalore,boAt Airdopes 141,boAt,22,1251.49,95,6,0,none
2024-02-15,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,17,1515.5,54,3,0,none
2024-02-15,Bangalore,Samsung Galaxy M14 5G,Samsung,10,14045.61,33,7,0,none
2024-02-15,Bangalore,Noise ColorFit Pulse 2,Noise,16,1614.99,57,7,0,none
2024-02-15,Bangalore,JBL Go 3,JBL,10,2177.95,42,4,0,none
2024-02-15,Delhi,boAt Airdopes 141,boAt,30,1313.82,135,4,0,none
2024-02-15,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,19,1463.18,86,3,0,none
2024-02-15,Delhi,Samsung Galaxy M14 5G,Samsung,,13868.99,39,5,0,none
2024-02-15,Delhi,Noise ColorFit Pulse 2,Noise,16,1588.72,62,3,0,none
2024-02-15,Delhi,JBL Go 3,JBL,11,2153.04,52,6,0,none
2024-02-16,Mumbai,boAt Airdopes 141,boAt,26,1271.91,65,5,0,none
2024-02-16,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,20,1547.48,66,4,0,none
2024-02-16,Mumbai,Samsung Galaxy M14 5G,Samsung,11,13899.66,42,4,0,none
2024-02-16,Mumbai,Noise ColorFit Pulse 2,Noise,56,1569.17,183,3,0,none
2024-02-16,Mumbai,JBL Go 3,JBL,9,2159.65,30,4,0,none
2024-02-16,Bangalore,boAt Airdopes 141,boAt,26,1257.35,81,3,0,none
2024-02-16,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,16,1520.42,71,7,0,none
2024-02-16,Bangalore,Samsung Galaxy M14 5G,Samsung,11,13915.79,31,6,0,none
2024-02-16,Bangalore,Noise ColorFit Pulse 2,Noise,14,1642.94,51,7,0,none
2024-02-16,Bangalore,JBL Go 3,JBL,11,2219.09,45,7,0,none
2024-02-16,Delhi,boAt Airdopes 141,boAt,28,1261.35,115,3,0,none
2024-02-16,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,1493.6,51,7,0,none
2024-02-16,Delhi,Samsung Galaxy M14 5G,Samsung,9,14195.36,23,7,0,none
2024-02-16,Delhi,Noise ColorFit Pulse 2,Noise,13,1595.84,46,4,0,none
2024-02-16,Delhi,JBL Go 3,JBL,12,2186.16,50,6,0,none
2024-02-17,Mumbai,boAt Airdopes 141,boAt,30,1307.32,109,6,0,none
2024-02-17,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,,1481.95,62,6,0,none
2024-02-17,Mumbai,Samsung Galaxy M14 5G,Samsung,11,14124.28,29,5,0,none
2024-02-17,Mumbai,Noise ColorFit Pulse 2,Noise,16,1553.26,43,4,0,none
2024-02-17,Mumbai,JBL Go 3,JBL,,2155.69,54,6,0,none
2024-02-17,Bangalore,boAt Airdopes 141,boAt,30,1293.57,92,4,0,none
2024-02-17,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,17,1524.91,48,6,0,none
2024-02-17,Bangalore,Samsung Galaxy M14 5G,Samsung,,14020.97,42,7,0,none
2024-02-17,Bangalore,Noise ColorFit Pulse 2,Noise,20,1620.88,65,4,0,none
2024-02-17,Bangalore,JBL Go 3,JBL,,2218.67,,3,0,none
2024-02-17,Delhi,boAt Airdopes 141,boAt,29,1287.83,128,5,0,none
2024-02-17,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,21,1537.88,70,3,0,none
2024-02-17,Delhi,Samsung Galaxy M14 5G,Samsung,16,14119.67,65,4,0,none
2024-02-17,Delhi,Noise ColorFit Pulse 2,Noise,100,1583.85,432,7,0,none
2024-02-17,Delhi,JBL Go 3,JBL,13,2245.34,42,7,0,none
2024-02-18,Mumbai,boAt Airdopes 141,boAt,30,1283.36,124,3,0,none
2024-02-18,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,17,1483.22,74,5,0,none
2024-02-18,Mumbai,Samsung Galaxy M14 5G,Samsung,11,14002.26,39,3,0,none
2024-02-18,Mumbai,Noise ColorFit Pulse 2,Noise,20,1621.4,67,7,0,none
2024-02-18,Mumbai,JBL Go 3,JBL,15,2158.86,72,4,1,none
2024-02-18,Bangalore,boAt Airdopes 141,boAt,35,1284.05,131,3,0,none
2024-02-18,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,21,1476.41,59,4,0,none
2024-02-18,Bangalore,Samsung Galaxy M14 5G,Samsung,14,13858.44,48,5,0,none
2024-02-18,Bangalore,Noise ColorFit Pulse 2,Noise,17,1583.39,84,6,0,none
2024-02-18,Bangalore,JBL Go 3,JBL,15,2226.42,66,7,0,none
2024-02-18,Delhi,boAt Airdopes 141,boAt,26,1256.82,72,7,1,none
2024-02-18,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,19,1530.24,62,7,0,none
2024-02-18,Delhi,Samsung Galaxy M14 5G,Samsung,11,14089.86,29,3,0,none
2024-02-18,Delhi,Noise ColorFit Pulse 2,Noise,,1597.82,97,5,0,none
2024-02-18,Delhi,JBL Go 3,JBL,14,2222.98,42,4,1,none
2024-02-19,Mumbai,boAt Airdopes 141,boAt,25,1285.19,119,6,0,none
2024-02-19,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,20,1453.23,85,6,0,none
2024-02-19,Mumbai,Samsung Galaxy M14 5G,Samsung,10,14000.43,48,5,0,none
2024-02-19,Mumbai,Noise ColorFit Pulse 2,Noise,12,1600.26,60,4,0,none
2024-02-19,Mumbai,JBL Go 3,JBL,10,2167.13,27,6,0,none
2024-02-19,Bangalore,boAt Airdopes 141,boAt,25,1269.61,97,7,0,none
2024-02-19,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1482.41,71,4,0,none
2024-02-19,Bangalore,Samsung Galaxy M14 5G,Samsung,8,13858.33,34,3,0,none
2024-02-19,Bangalore,Noise ColorFit Pulse 2,Noise,15,1561.9,53,6,1,none
2024-02-19,Bangalore,JBL Go 3,JBL,12,2209.91,43,5,0,none
2024-02-19,Delhi,boAt Airdopes 141,boAt,27,1272.92,69,3,0,none
2024-02-19,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,20,1473.11,63,6,0,none
2024-02-19,Delhi,Samsung Galaxy M14 5G,Samsung,11,13945.17,37,6,0,none
2024-02-19,Delhi,Noise ColorFit Pulse 2,Noise,15,,73,7,0,none
2024-02-19,Delhi,JBL Go 3,JBL,10,2220.81,50,7,0,none
2024-02-20,Mumbai,boAt Airdopes 141,boAt,21,1321.01,70,3,0,none
2024-02-20,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,18,1512.82,60,3,0,none
2024-02-20,Mumbai,Samsung Galaxy M14 5G,Samsung,10,13905.98,48,5,0,none
2024-02-20,Mumbai,Noise ColorFit Pulse 2,Noise,15,1609.82,60,6,0,none
2024-02-20,Mumbai,JBL Go 3,JBL,11,2188.64,49,3,0,none
2024-02-20,Bangalore,boAt Airdopes 141,boAt,22,1317.2,76,5,0,none
2024-02-20,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,17,1462.74,70,7,0,none
2024-02-20,Bangalore,Samsung Galaxy M14 5G,Samsung,9,13835.57,25,5,0,none
2024-02-20,Bangalore,Noise ColorFit Pulse 2,Noise,15,1627.85,64,7,0,none
2024-02-20,Bangalore,JBL Go 3,JBL,12,2201.83,55,7,0,none
2024-02-20,Delhi,boAt Airdopes 141,boAt,26,1279.53,129,3,0,none
2024-02-20,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,15,1523.64,73,7,0,none
2024-02-20,Delhi,Samsung Galaxy M14 5G,Samsung,13,14043.96,44,4,0,none
2024-02-20,Delhi,Noise ColorFit Pulse 2,Noise,18,1645.07,68,5,0,none
2024-02-20,Delhi,JBL Go 3,JBL,,2204.36,,7,0,none
2024-02-21,Mumbai,boAt Airdopes 141,boAt,28,1263.31,112,4,0,none
2024-02-21,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,18,1489.86,52,5,0,none
2024-02-21,Mumbai,Samsung Galaxy M14 5G,Samsung,11,13953.05,43,7,0,none
2024-02-21,Mumbai,Noise ColorFit Pulse 2,Noise,14,1558.47,61,7,0,none
2024-02-21,Mumbai,JBL Go 3,JBL,10,2236.51,33,6,1,none
2024-02-21,Bangalore,boAt Airdopes 141,boAt,20,1254.54,87,5,0,none
2024-02-21,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,18,1495.06,82,5,0,none
2024-02-21,Bangalore,Samsung Galaxy M14 5G,Samsung,12,14072.49,41,7,0,none
2024-02-21,Bangalore,Noise ColorFit Pulse 2,Noise,16,1579.52,43,4,0,none
2024-02-21,Bangalore,JBL Go 3,JBL,11,2240.35,42,4,0,none
2024-02-21,Delhi,boAt Airdopes 141,boAt,,1329.67,127,4,1,none
2024-02-21,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,18,1464.63,69,7,0,none
2024-02-21,Delhi,Samsung Galaxy M14 5G,Samsung,,14071.16,36,6,0,none
2024-02-21,Delhi,Noise ColorFit Pulse 2,Noise,15,1615.11,50,3,0,none
2024-02-21,Delhi,JBL Go 3,JBL,11,2149.9,41,6,0,none
2024-02-22,Mumbai,boAt Airdopes 141,boAt,26,1281.19,82,6,0,none
2024-02-22,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,17,1507.01,65,7,0,none
2024-02-22,Mumbai,Samsung Galaxy M14 5G,Samsung,11,13937.23,31,6,0,none
2024-02-22,Mumbai,Noise ColorFit Pulse 2,Noise,15,1583.13,53,5,1,none
2024-02-22,Mumbai,JBL Go 3,JBL,10,2222.48,42,4,0,none
2024-02-22,Bangalore,boAt Airdopes 141,boAt,24,1310.62,71,7,0,none
2024-02-22,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,17,1547.46,47,3,0,none
2024-02-22,Bangalore,Samsung Galaxy M14 5G,Samsung,11,14152.59,,5,0,none
2024-02-22,Bangalore,Noise ColorFit Pulse 2,Noise,17,1647.3,56,4,0,none
2024-02-22,Bangalore,JBL Go 3,JBL,9,2244.69,28,3,1,none
2024-02-22,Delhi,boAt Airdopes 141,boAt,,1287.25,,3,0,none
2024-02-22,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,17,1454.87,66,7,0,none
2024-02-22,Delhi,Samsung Galaxy M14 5G,Samsung,10,13830.2,50,6,0,none
2024-02-22,Delhi,Noise ColorFit Pulse 2,Noise,14,1642.55,47,6,0,none
2024-02-22,Delhi,JBL Go 3,JBL,12,2151.46,46,7,1,none
2024-02-23,Mumbai,boAt Airdopes 141,boAt,24,1333.67,78,4,1,none
2024-02-23,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,,1537.16,47,3,0,none
2024-02-23,Mumbai,Samsung Galaxy M14 5G,Samsung,12,13904.39,37,3,0,none
2024-02-23,Mumbai,Noise ColorFit Pulse 2,Noise,16,1647.61,53,5,0,none
2024-02-23,Mumbai,JBL Go 3,JBL,12,2187.04,43,7,0,none
2024-02-23,Bangalore,boAt Airdopes 141,boAt,28,1286.04,79,7,0,none
2024-02-23,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,18,1535.49,67,6,0,none
2024-02-23,Bangalore,Samsung Galaxy M14 5G,Samsung,11,14124.93,34,6,0,none
2024-02-23,Bangalore,Noise ColorFit Pulse 2,Noise,17,1614.22,79,4,0,none
2024-02-23,Bangalore,JBL Go 3,JBL,12,2245.76,56,6,1,none
2024-02-23,Delhi,boAt Airdopes 141,boAt,156,1342.96,439,5,0,none
2024-02-23,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,15,1449.4,47,5,0,none
2024-02-23,Delhi,Samsung Galaxy M14 5G,Samsung,60,14122.52,166,6,0,none
2024-02-23,Delhi,Noise ColorFit Pulse 2,Noise,16,1611.26,58,7,1,none
2024-02-23,Delhi,JBL Go 3,JBL,11,2175.71,,7,0,none
2024-02-24,Mumbai,boAt Airdopes 141,boAt,30,1327.56,114,3,0,none
2024-02-24,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,19,1475.89,66,7,0,none
2024-02-24,Mumbai,Samsung Galaxy M14 5G,Samsung,78,13965.0,345,7,0,none
2024-02-24,Mumbai,Noise ColorFit Pulse 2,Noise,20,1557.21,88,4,0,none
2024-02-24,Mumbai,JBL Go 3,JBL,12,2231.52,36,5,0,none
2024-02-24,Bangalore,boAt Airdopes 141,boAt,34,1319.26,160,5,1,none
2024-02-24,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,21,1459.57,81,6,1,none
2024-02-24,Bangalore,Samsung Galaxy M14 5G,Samsung,12,14087.8,55,7,0,none
2024-02-24,Bangalore,Noise ColorFit Pulse 2,Noise,17,1594.73,85,6,0,none
2024-02-24,Bangalore,JBL Go 3,JBL,15,2197.18,72,7,0,none
2024-02-24,Delhi,boAt Airdopes 141,boAt,27,1322.03,72,4,0,none
2024-02-24,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,17,1503.22,58,4,0,none
2024-02-24,Delhi,Samsung Galaxy M14 5G,Samsung,13,,49,5,0,none
2024-02-24,Delhi,Noise ColorFit Pulse 2,Noise,20,1594.72,60,6,0,none
2024-02-24,Delhi,JBL Go 3,JBL,14,2216.35,57,7,0,none
2024-02-25,Mumbai,boAt Airdopes 141,boAt,32,1333.54,104,3,0,none
2024-02-25,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,21,1542.61,66,7,0,none
2024-02-25,Mumbai,Samsung Galaxy M14 5G,Samsung,10,14011.1,29,5,0,none
2024-02-25,Mumbai,Noise ColorFit Pulse 2,Noise,17,1644.28,51,4,0,none
2024-02-25,Mumbai,JBL Go 3,JBL,,2157.77,27,7,0,none
2024-02-25,Bangalore,boAt Airdopes 141,boAt,35,1285.99,169,6,0,none
2024-02-25,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,19,1503.02,87,4,0,none
2024-02-25,Bangalore,Samsung Galaxy M14 5G,Samsung,16,13885.57,63,6,0,none
2024-02-25,Bangalore,Noise ColorFit Pulse 2,Noise,17,1627.62,60,5,0,none
2024-02-25,Bangalore,JBL Go 3,JBL,13,2243.04,47,5,0,none
2024-02-25,Delhi,boAt Airdopes 141,boAt,34,1297.94,91,4,0,none
2024-02-25,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,18,1511.6,49,5,0,none
2024-02-25,Delhi,Samsung Galaxy M14 5G,Samsung,14,14117.38,35,4,0,none
2024-02-25,Delhi,Noise ColorFit Pulse 2,Noise,20,1600.94,52,7,0,none
2024-02-25,Delhi,JBL Go 3,JBL,15,2202.44,59,3,0,none
2024-02-26,Mumbai,boAt Airdopes 141,boAt,23,1300.65,71,6,0,none
2024-02-26,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,18,1528.58,48,6,0,none
2024-02-26,Mumbai,Samsung Galaxy M14 5G,Samsung,11,13888.76,30,6,0,none
2024-02-26,Mumbai,Noise ColorFit Pulse 2,Noise,15,1618.82,45,6,0,none
2024-02-26,Mumbai,JBL Go 3,JBL,12,2221.36,45,7,0,none
2024-02-26,Bangalore,boAt Airdopes 141,boAt,26,1312.66,124,4,0,none
2024-02-26,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,17,1483.47,55,3,0,none
2024-02-26,Bangalore,Samsung Galaxy M14 5G,Samsung,11,13901.65,48,3,0,none
2024-02-26,Bangalore,Noise ColorFit Pulse 2,Noise,15,1600.76,67,4,0,none
2024-02-26,Bangalore,JBL Go 3,JBL,11,2155.52,30,4,0,none
2024-02-26,Delhi,boAt Airdopes 141,boAt,26,1346.2,88,3,0,none
2024-02-26,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,17,1532.63,46,5,0,none
2024-02-26,Delhi,Samsung Galaxy M14 5G,Samsung,10,14186.5,47,3,0,none
2024-02-26,Delhi,Noise ColorFit Pulse 2,Noise,18,1597.9,55,4,1,none
2024-02-26,Delhi,JBL Go 3,JBL,12,2206.38,36,3,0,none
2024-02-27,Mumbai,boAt Airdopes 141,boAt,25,1267.14,75,6,0,none
2024-02-27,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,16,1474.09,72,7,0,none
2024-02-27,Mumbai,Samsung Galaxy M14 5G,Samsung,10,13979.53,26,6,0,none
2024-02-27,Mumbai,Noise ColorFit Pulse 2,Noise,18,1550.25,52,7,0,none
2024-02-27,Mumbai,JBL Go 3,JBL,12,2158.27,33,4,0,none
2024-02-27,Bangalore,boAt Airdopes 141,boAt,23,1332.68,,5,0,none
2024-02-27,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,16,1516.91,53,6,0,none
2024-02-27,Bangalore,Samsung Galaxy M14 5G,Samsung,12,13845.82,45,3,0,none
2024-02-27,Bangalore,Noise ColorFit Pulse 2,Noise,16,1591.1,41,5,0,none
2024-02-27,Bangalore,JBL Go 3,JBL,12,2211.36,45,6,0,none
2024-02-27,Delhi,boAt Airdopes 141,boAt,,1287.1,69,7,0,none
2024-02-27,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,16,1539.47,62,4,0,none
2024-02-27,Delhi,Samsung Galaxy M14 5G,Samsung,10,14188.52,32,6,0,none
2024-02-27,Delhi,Noise ColorFit Pulse 2,Noise,16,1644.39,65,3,0,none
2024-02-27,Delhi,JBL Go 3,JBL,11,2220.08,52,4,0,none
2024-02-28,Mumbai,boAt Airdopes 141,boAt,19,1257.13,81,4,0,none
2024-02-28,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,15,1474.56,49,4,0,none
2024-02-28,Mumbai,Samsung Galaxy M14 5G,Samsung,11,14062.2,29,5,0,none
2024-02-28,Mumbai,Noise ColorFit Pulse 2,Noise,16,1558.5,46,5,1,none
2024-02-28,Mumbai,JBL Go 3,JBL,11,2218.55,31,5,0,none
2024-02-28,Bangalore,boAt Airdopes 141,boAt,22,1261.85,107,3,0,none
2024-02-28,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,18,1473.22,65,3,0,none
2024-02-28,Bangalore,Samsung Galaxy M14 5G,Samsung,11,14016.01,48,4,0,none
2024-02-28,Bangalore,Noise ColorFit Pulse 2,Noise,17,1603.53,80,3,1,none
2024-02-28,Bangalore,JBL Go 3,JBL,10,2233.09,45,3,0,none
2024-02-28,Delhi,boAt Airdopes 141,boAt,25,1284.93,67,7,0,none
2024-02-28,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,18,1535.59,77,7,0,none
2024-02-28,Delhi,Samsung Galaxy M14 5G,Samsung,,14009.76,47,7,0,none
2024-02-28,Delhi,Noise ColorFit Pulse 2,Noise,17,,46,5,0,none
2024-02-28,Delhi,JBL Go 3,JBL,11,2200.84,31,5,0,none
2024-02-29,Mumbai,boAt Airdopes 141,boAt,27,1331.44,122,7,0,none
2024-02-29,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,16,1454.91,42,5,0,none
2024-02-29,Mumbai,Samsung Galaxy M14 5G,Samsung,10,13826.67,30,6,0,none
2024-02-29,Mumbai,Noise ColorFit Pulse 2,Noise,13,1601.96,35,6,0,none
2024-02-29,Mumbai,JBL Go 3,JBL,7,2153.52,29,4,0,none
2024-02-29,Bangalore,boAt Airdopes 141,boAt,24,1334.35,64,7,0,none
2024-02-29,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,15,1452.95,63,5,0,none
2024-02-29,Bangalore,Samsung Galaxy M14 5G,Samsung,10,13995.75,41,5,0,none
2024-02-29,Bangalore,Noise ColorFit Pulse 2,Noise,15,1591.91,41,3,0,none
2024-02-29,Bangalore,JBL Go 3,JBL,11,2228.97,50,6,0,none
2024-02-29,Delhi,boAt Airdopes 141,boAt,23,1316.56,82,7,0,none
2024-02-29,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,12,1456.42,42,3,0,none
2024-02-29,Delhi,Samsung Galaxy M14 5G,Samsung,11,13882.95,31,7,0,none
2024-02-29,Delhi,Noise ColorFit Pulse 2,Noise,16,1568.2,55,5,0,none
2024-02-29,Delhi,JBL Go 3,JBL,12,2203.81,38,3,0,none
2024-03-01,Mumbai,boAt Airdopes 141,boAt,27,1256.43,124,4,0,none
2024-03-01,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,14,1530.81,42,4,0,none
2024-03-01,Mumbai,Samsung Galaxy M14 5G,Samsung,11,14016.09,37,7,0,none
2024-03-01,Mumbai,Noise ColorFit Pulse 2,Noise,,1599.54,44,7,0,none
2024-03-01,Mumbai,JBL Go 3,JBL,10,2154.4,42,7,1,none
2024-03-01,Bangalore,boAt Airdopes 141,boAt,84,1332.31,257,7,0,none
2024-03-01,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,14,1547.2,42,6,0,none
2024-03-01,Bangalore,Samsung Galaxy M14 5G,Samsung,12,13816.03,44,6,0,none
2024-03-01,Bangalore,Noise ColorFit Pulse 2,Noise,15,1638.4,68,7,0,none
2024-03-01,Bangalore,JBL Go 3,JBL,13,2182.82,59,6,0,none
2024-03-01,Delhi,boAt Airdopes 141,boAt,26,1336.37,67,3,0,none
2024-03-01,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,14,1507.99,38,5,0,none
2024-03-01,Delhi,Samsung Galaxy M14 5G,Samsung,8,14014.85,29,6,0,none
2024-03-01,Delhi,Noise ColorFit Pulse 2,Noise,14,1558.37,52,5,0,none
2024-03-01,Delhi,JBL Go 3,JBL,12,2229.72,44,6,0,none
2024-03-02,Mumbai,boAt Airdopes 141,boAt,29,1279.22,135,6,1,none
2024-03-02,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,16,1526.12,49,5,0,none
2024-03-02,Mumbai,Samsung Galaxy M14 5G,Samsung,,13881.16,37,3,0,none
2024-03-02,Mumbai,Noise ColorFit Pulse 2,Noise,20,,62,7,0,none
2024-03-02,Mumbai,JBL Go 3,JBL,15,2193.54,58,7,0,none
2024-03-02,Bangalore,boAt Airdopes 141,boAt,34,1301.97,,6,0,none
2024-03-02,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,21,1455.84,95,5,0,none
2024-03-02,Bangalore,Samsung Galaxy M14 5G,Samsung,13,14138.69,65,5,0,none
2024-03-02,Bangalore,Noise ColorFit Pulse 2,Noise,,1618.67,48,4,0,none
2024-03-02,Bangalore,JBL Go 3,JBL,15,2222.85,56,7,0,none
2024-03-02,Delhi,boAt Airdopes 141,boAt,32,1301.69,,5,0,none
2024-03-02,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,21,1485.2,71,5,0,none
2024-03-02,Delhi,Samsung Galaxy M14 5G,Samsung,13,14087.6,51,4,0,none
2024-03-02,Delhi,Noise ColorFit Pulse 2,Noise,19,1549.65,72,7,0,none
2024-03-02,Delhi,JBL Go 3,JBL,13,2174.95,,4,0,none
2024-03-03,Mumbai,boAt Airdopes 141,boAt,32,1346.07,138,3,0,none
2024-03-03,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,19,1504.58,69,4,0,none
2024-03-03,Mumbai,Samsung Galaxy M14 5G,Samsung,15,14133.75,47,7,0,none
2024-03-03,Mumbai,Noise ColorFit Pulse 2,Noise,16,1644.87,63,7,0,none
2024-03-03,Mumbai,JBL Go 3,JBL,14,2233.61,,3,0,none
2024-03-03,Bangalore,boAt Airdopes 141,boAt,32,1345.97,96,6,1,none
2024-03-03,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,19,1461.76,72,6,0,none
2024-03-03,Bangalore,Samsung Galaxy M14 5G,Samsung,14,13843.16,35,5,0,none
2024-03-03,Bangalore,Noise ColorFit Pulse 2,Noise,,1620.13,78,3,0,none
2024-03-03,Bangalore,JBL Go 3,JBL,12,2171.79,56,6,0,none
2024-03-03,Delhi,boAt Airdopes 141,boAt,31,1262.39,146,4,0,none
2024-03-03,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,19,1454.22,73,7,0,none
2024-03-03,Delhi,Samsung Galaxy M14 5G,Samsung,12,14151.96,51,4,0,none
2024-03-03,Delhi,Noise ColorFit Pulse 2,Noise,20,1577.83,68,5,0,none
2024-03-03,Delhi,JBL Go 3,JBL,12,2202.79,48,6,0,none
2024-03-04,Mumbai,boAt Airdopes 141,boAt,23,1340.95,65,5,1,none
2024-03-04,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,16,1470.69,80,7,0,none
2024-03-04,Mumbai,Samsung Galaxy M14 5G,Samsung,12,13931.11,33,3,0,none
2024-03-04,Mumbai,Noise ColorFit Pulse 2,Noise,,1610.14,39,6,0,none
2024-03-04,Mumbai,JBL Go 3,JBL,11,2224.41,29,3,0,none
2024-03-04,Bangalore,boAt Airdopes 141,boAt,22,1287.65,109,7,0,none
2024-03-04,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,16,1508.61,70,7,0,none
2024-03-04,Bangalore,Samsung Galaxy M14 5G,Samsung,12,14086.76,36,7,0,none
2024-03-04,Bangalore,Noise ColorFit Pulse 2,Noise,16,1594.73,40,3,0,none
2024-03-04,Bangalore,JBL Go 3,JBL,11,2178.45,55,5,0,none
2024-03-04,Delhi,boAt Airdopes 141,boAt,27,1344.88,93,3,0,none
2024-03-04,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,15,1521.82,,7,0,none
2024-03-04,Delhi,Samsung Galaxy M14 5G,Samsung,11,13935.1,32,6,0,none
2024-03-04,Delhi,Noise ColorFit Pulse 2,Noise,16,1632.16,,5,0,none
2024-03-04,Delhi,JBL Go 3,JBL,11,2151.02,34,3,0,none
2024-03-05,Mumbai,boAt Airdopes 141,boAt,24,1323.72,109,4,0,none
2024-03-05,Mumbai,Mi Power Bank 3i 20000mAh,Xiaomi,16,1467.83,47,3,0,none
2024-03-05,Mumbai,Samsung Galaxy M14 5G,Samsung,,14114.54,35,5,0,none
2024-03-05,Mumbai,Noise ColorFit Pulse 2,Noise,18,1646.0,62,4,0,none
2024-03-05,Mumbai,JBL Go 3,JBL,,2164.87,46,3,0,none
2024-03-05,Bangalore,boAt Airdopes 141,boAt,132,1285.13,501,6,0,none
2024-03-05,Bangalore,Mi Power Bank 3i 20000mAh,Xiaomi,16,1490.39,53,6,1,none
2024-03-05,Bangalore,Samsung Galaxy M14 5G,Samsung,11,13888.78,42,3,0,none
2024-03-05,Bangalore,Noise ColorFit Pulse 2,Noise,18,1614.31,61,3,1,none
2024-03-05,Bangalore,JBL Go 3,JBL,14,2204.24,55,7,0,none
2024-03-05,Delhi,boAt Airdopes 141,boAt,25,1321.63,104,5,0,none
2024-03-05,Delhi,Mi Power Bank 3i 20000mAh,Xiaomi,17,1478.84,45,5,0,none
