date,production_unit,product_name,fabric_type,production_quantity,raw_material_cost_per_unit,finished_goods_stock,production_lead_time_days,export_order_flag,season_event
2024-02-09,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,65,278.17,163,5,1,none
2024-02-09,Unit-Ludhiana,Kids Denim Jeans,Denim,48,300.57,124,7,1,none
2024-02-09,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,50,453.87,134,7,0,none
2024-02-09,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,190,141.63,677,14,0,none
2024-02-09,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,85,210.18,336,5,1,none
2024-02-09,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,69,284.71,172,14,0,none
2024-02-09,Unit-Jaipur,Kids Denim Jeans,Denim,46,296.96,138,14,0,none
2024-02-09,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,36,461.88,98,7,0,none
2024-02-10,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,145,148.12,472,14,0,none
2024-02-10,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,71,209.96,164,14,0,none
2024-02-10,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,57,293.64,187,10,0,none
2024-02-10,Unit-Tirupur,Kids Denim Jeans,Denim,42,304.22,130,10,1,none
2024-02-10,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,31,465.63,80,5,0,none
2024-02-10,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,164,143.46,563,10,0,none
2024-02-10,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,74,,153,10,0,none
2024-02-10,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,47,267.77,149,14,0,none
2024-02-10,Unit-Ludhiana,Kids Denim Jeans,Denim,39,309.87,115,14,0,none
2024-02-10,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,30,432.85,93,5,0,none
2024-02-10,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,153,134.4,530,5,0,none
2024-02-10,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,78,224.93,296,10,0,none
2024-02-10,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,47,266.93,165,10,0,none
2024-02-10,Unit-Jaipur,Kids Denim Jeans,Denim,41,318.23,87,7,0,none
2024-02-10,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,33,435.96,126,14,0,none
2024-02-11,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,69,146.23,153,5,0,none
2024-02-11,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,35,220.23,121,10,0,none
2024-02-11,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,23,278.38,74,7,0,none
2024-02-11,Unit-Tirupur,Kids Denim Jeans,Denim,24,,59,14,0,none
2024-02-11,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,16,461.72,,7,0,none
2024-02-11,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,83,145.61,239,7,0,none
2024-02-11,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,43,229.22,159,5,0,none
2024-02-11,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,24,270.67,81,7,0,none
2024-02-11,Unit-Ludhiana,Kids Denim Jeans,Denim,21,312.19,51,7,0,none
2024-02-11,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,14,466.03,43,5,0,none
2024-02-11,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,89,131.81,351,5,0,none
2024-02-11,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,43,215.36,144,5,0,none
2024-02-11,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,33,273.37,70,10,0,none
2024-02-11,Unit-Jaipur,Kids Denim Jeans,Denim,17,316.54,41,14,1,none
2024-02-11,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,16,455.93,,7,0,none
2024-02-12,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,243,148.57,560,7,0,none
2024-02-12,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,104,212.65,340,14,0,none
2024-02-12,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,66,281.85,177,7,0,none
2024-02-12,Unit-Tirupur,Kids Denim Jeans,Denim,53,317.29,175,10,1,none
2024-02-12,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,41,457.87,90,7,1,none
2024-02-12,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,224,149.91,610,5,0,none
2024-02-12,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,104,206.72,284,14,0,none
2024-02-12,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,67,285.22,158,5,0,none
2024-02-12,Unit-Ludhiana,Kids Denim Jeans,Denim,65,318.28,174,5,0,none
2024-02-12,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,,436.39,170,14,0,none
2024-02-12,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,195,149.87,625,10,0,none
2024-02-12,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,107,233.57,236,14,0,none
2024-02-12,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,71,265.94,260,14,0,none
2024-02-12,Unit-Jaipur,Kids Denim Jeans,Denim,57,295.97,155,5,1,none
2024-02-12,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,38,459.59,89,5,0,none
2024-02-13,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,171,147.34,,14,0,none
2024-02-13,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,107,231.93,349,7,0,none
2024-02-13,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,74,284.32,260,5,0,none
2024-02-13,Unit-Tirupur,Kids Denim Jeans,Denim,45,310.18,92,5,0,none
2024-02-13,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,37,434.37,92,7,1,none
2024-02-13,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,242,,840,7,0,none
2024-02-13,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,101,214.41,342,5,0,none
2024-02-13,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,56,289.28,133,10,1,none
2024-02-13,Unit-Ludhiana,Kids Denim Jeans,Denim,53,309.2,151,7,0,none
2024-02-13,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,37,444.5,82,7,0,none
2024-02-13,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,201,147.43,545,5,0,none
2024-02-13,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,116,208.91,321,10,1,none
2024-02-13,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,52,268.95,149,7,0,none
2024-02-13,Unit-Jaipur,Kids Denim Jeans,Denim,49,324.35,132,7,0,none
2024-02-13,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,41,461.41,143,5,0,none
2024-02-14,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,204,141.58,702,5,0,Valentines Day
2024-02-14,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,,208.68,315,14,0,Valentines Day
2024-02-14,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,55,268.73,204,10,1,Valentines Day
2024-02-14,Unit-Tirupur,Kids Denim Jeans,Denim,53,305.19,197,5,0,Valentines Day
2024-02-14,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,47,457.93,186,10,0,Valentines Day
2024-02-14,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,163,140.14,580,7,0,Valentines Day
2024-02-14,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,384,210.44,1228,5,0,Valentines Day
2024-02-14,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,53,265.04,163,7,0,Valentines Day
2024-02-14,Unit-Ludhiana,Kids Denim Jeans,Denim,53,324.94,191,7,0,Valentines Day
2024-02-14,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,42,441.05,102,14,0,Valentines Day
2024-02-14,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,223,146.51,731,14,0,Valentines Day
2024-02-14,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,97,231.7,315,10,0,Valentines Day
2024-02-14,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,59,270.38,,5,0,Valentines Day
2024-02-14,Unit-Jaipur,Kids Denim Jeans,Denim,51,,193,10,0,Valentines Day
2024-02-14,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,44,435.6,130,5,0,Valentines Day
2024-02-15,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,200,142.03,764,14,1,none
2024-02-15,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,90,234.45,284,5,0,none
2024-02-15,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,280,284.5,849,5,0,none
2024-02-15,Unit-Tirupur,Kids Denim Jeans,Denim,50,310.66,162,5,1,none
2024-02-15,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,46,433.65,123,5,1,none
2024-02-15,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,217,139.54,553,5,1,none
2024-02-15,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,93,,337,5,0,none
2024-02-15,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,72,269.61,220,10,0,none
2024-02-15,Unit-Ludhiana,Kids Denim Jeans,Denim,51,321.02,107,10,0,none
2024-02-15,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,42,467.06,127,5,1,none
2024-02-15,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,188,145.04,494,10,1,none
2024-02-15,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,107,211.1,399,10,1,none
2024-02-15,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,55,284.86,,14,0,none
2024-02-15,Unit-Jaipur,Kids Denim Jeans,Denim,59,,180,14,0,none
2024-02-15,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,42,436.33,101,7,0,none
2024-02-16,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,175,133.76,418,5,0,none
2024-02-16,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,94,206.84,329,7,0,none
2024-02-16,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,74,282.02,269,14,0,none
2024-02-16,Unit-Tirupur,Kids Denim Jeans,Denim,55,324.48,175,5,0,none
2024-02-16,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,38,439.85,90,10,0,none
2024-02-16,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,229,148.02,518,5,0,none
2024-02-16,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,111,211.23,346,14,0,none
2024-02-16,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,62,276.73,138,7,1,none
2024-02-16,Unit-Ludhiana,Kids Denim Jeans,Denim,47,303.79,125,7,1,none
2024-02-16,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,44,456.83,150,5,0,none
2024-02-16,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,200,149.21,486,5,1,none
2024-02-16,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,95,222.27,226,7,0,none
2024-02-16,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,73,277.73,229,5,0,none
2024-02-16,Unit-Jaipur,Kids Denim Jeans,Denim,50,309.01,172,7,0,none
2024-02-16,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,43,434.09,139,14,1,none
2024-02-17,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,174,136.68,473,10,0,none
2024-02-17,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,74,221.05,158,7,0,none
2024-02-17,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,45,278.95,109,7,1,none
2024-02-17,Unit-Tirupur,Kids Denim Jeans,Denim,40,310.23,148,10,0,none
2024-02-17,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,34,447.18,104,14,0,none
2024-02-17,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,151,,434,10,1,none
2024-02-17,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,89,,283,10,0,none
2024-02-17,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,47,275.96,101,10,0,none
2024-02-17,Unit-Ludhiana,Kids Denim Jeans,Denim,37,,138,10,0,none
2024-02-17,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,29,436.65,93,14,0,none
2024-02-17,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,155,140.34,548,10,0,none
2024-02-17,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,66,211.55,202,14,0,none
2024-02-17,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,45,265.71,172,14,0,none
2024-02-17,Unit-Jaipur,Kids Denim Jeans,Denim,43,314.83,170,7,0,none
2024-02-17,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,34,441.03,73,10,0,none
2024-02-18,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,92,,252,5,0,none
2024-02-18,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,,231.95,87,10,1,none
2024-02-18,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,30,276.99,94,14,0,none
2024-02-18,Unit-Tirupur,Kids Denim Jeans,Denim,19,318.81,74,14,0,none
2024-02-18,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,19,442.28,69,7,0,none
2024-02-18,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,86,145.72,241,7,0,none
2024-02-18,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,41,233.96,153,7,0,none
2024-02-18,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,27,273.05,92,14,0,none
2024-02-18,Unit-Ludhiana,Kids Denim Jeans,Denim,25,309.78,86,5,0,none
2024-02-18,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,15,432.54,51,7,0,none
2024-02-18,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,98,142.5,205,10,1,none
2024-02-18,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,41,231.17,122,10,1,none
2024-02-18,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,24,294.53,75,14,0,none
2024-02-18,Unit-Jaipur,Kids Denim Jeans,Denim,20,305.29,65,10,0,none
2024-02-18,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,16,446.54,41,5,0,none
2024-02-19,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,231,130.9,520,10,0,none
2024-02-19,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,106,232.85,292,5,1,none
2024-02-19,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,77,282.81,209,10,0,none
2024-02-19,Unit-Tirupur,Kids Denim Jeans,Denim,,307.66,199,10,0,none
2024-02-19,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,46,460.2,121,14,0,none
2024-02-19,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,203,138.64,689,5,0,none
2024-02-19,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,127,213.28,304,5,1,none
2024-02-19,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,62,280.02,159,5,0,none
2024-02-19,Unit-Ludhiana,Kids Denim Jeans,Denim,52,315.4,117,10,0,none
2024-02-19,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,41,441.26,158,5,0,none
2024-02-19,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,184,146.44,562,5,0,none
2024-02-19,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,112,228.25,388,14,0,none
2024-02-19,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,73,273.83,163,10,0,none
2024-02-19,Unit-Jaipur,Kids Denim Jeans,Denim,52,319.85,194,5,1,none
2024-02-19,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,41,449.85,116,7,0,none
2024-02-20,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,184,137.05,389,5,0,none
2024-02-20,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,93,215.72,247,14,0,none
2024-02-20,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,64,267.11,200,5,0,none
2024-02-20,Unit-Tirupur,Kids Denim Jeans,Denim,52,309.82,188,5,0,none
2024-02-20,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,43,467.36,93,14,0,none
2024-02-20,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,224,135.27,705,5,0,none
2024-02-20,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,112,223.63,439,10,0,none
2024-02-20,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,60,280.24,202,14,0,none
2024-02-20,Unit-Ludhiana,Kids Denim Jeans,Denim,,313.16,210,14,0,none
2024-02-20,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,42,448.8,159,5,0,none
2024-02-20,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,205,145.54,673,14,0,none
2024-02-20,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,90,207.06,297,5,1,none
2024-02-20,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,71,,283,7,0,none
2024-02-20,Unit-Jaipur,Kids Denim Jeans,Denim,42,298.18,124,10,1,none
2024-02-20,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,41,440.23,159,7,0,none
2024-02-21,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,212,147.73,494,10,0,none
2024-02-21,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,376,216.42,861,14,0,none
2024-02-21,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,,277.36,218,10,0,none
2024-02-21,Unit-Tirupur,Kids Denim Jeans,Denim,63,297.54,147,7,0,none
2024-02-21,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,44,463.21,144,10,0,none
2024-02-21,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,200,134.99,703,7,0,none
2024-02-21,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,93,229.36,298,5,0,none
2024-02-21,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,61,286.73,162,14,1,none
2024-02-21,Unit-Ludhiana,Kids Denim Jeans,Denim,51,321.83,195,7,1,none
2024-02-21,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,43,433.27,150,7,1,none
2024-02-21,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,254,143.59,826,10,0,none
2024-02-21,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,425,,1547,14,0,none
2024-02-21,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,68,269.01,229,14,0,none
2024-02-21,Unit-Jaipur,Kids Denim Jeans,Denim,55,322.25,190,5,0,none
2024-02-21,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,38,464.25,145,14,0,none
2024-02-22,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,243,131.02,487,10,0,none
2024-02-22,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,103,221.37,242,10,0,none
2024-02-22,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,63,271.62,194,14,1,none
2024-02-22,Unit-Tirupur,Kids Denim Jeans,Denim,55,,121,10,0,none
2024-02-22,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,,460.45,113,14,0,none
2024-02-22,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,216,149.29,729,7,0,none
2024-02-22,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,102,219.66,400,14,0,none
2024-02-22,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,57,294.11,216,10,0,none
2024-02-22,Unit-Ludhiana,Kids Denim Jeans,Denim,,305.49,136,5,1,none
2024-02-22,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,38,469.58,104,14,0,none
2024-02-22,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,205,149.53,541,10,0,none
2024-02-22,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,110,232.1,371,14,0,none
2024-02-22,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,60,291.89,182,5,1,none
2024-02-22,Unit-Jaipur,Kids Denim Jeans,Denim,59,304.96,214,5,1,none
2024-02-22,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,44,447.78,115,7,0,none
2024-02-23,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,242,132.04,748,5,0,none
2024-02-23,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,101,211.61,,5,0,none
2024-02-23,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,68,292.77,208,10,0,none
2024-02-23,Unit-Tirupur,Kids Denim Jeans,Denim,56,324.8,162,5,0,none
2024-02-23,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,44,469.3,158,10,0,none
2024-02-23,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,173,145.38,483,14,0,none
2024-02-23,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,97,214.16,304,14,1,none
2024-02-23,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,64,283.96,188,10,0,none
2024-02-23,Unit-Ludhiana,Kids Denim Jeans,Denim,49,298.19,111,5,0,none
2024-02-23,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,39,438.51,142,10,0,none
2024-02-23,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,250,140.97,798,5,1,none
2024-02-23,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,84,227.81,221,7,0,none
2024-02-23,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,,290.98,156,14,0,none
2024-02-23,Unit-Jaipur,Kids Denim Jeans,Denim,46,302.45,173,5,0,none
2024-02-23,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,38,435.36,89,7,0,none
2024-02-24,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,167,133.11,619,14,0,none
2024-02-24,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,77,220.39,294,7,0,none
2024-02-24,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,42,278.3,129,5,0,none
2024-02-24,Unit-Tirupur,Kids Denim Jeans,Denim,38,322.67,127,14,0,none
2024-02-24,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,29,439.04,78,14,0,none
2024-02-24,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,136,149.57,508,10,0,none
2024-02-24,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,78,234.05,287,7,0,none
2024-02-24,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,53,275.85,174,5,0,none
2024-02-24,Unit-Ludhiana,Kids Denim Jeans,Denim,37,323.76,105,5,0,none
2024-02-24,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,28,454.6,73,14,0,none
2024-02-24,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,152,145.56,396,5,0,none
2024-02-24,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,72,230.11,186,14,0,none
2024-02-24,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,230,280.78,827,7,0,none
2024-02-24,Unit-Jaipur,Kids Denim Jeans,Denim,36,310.69,123,7,0,none
2024-02-24,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,29,436.1,72,5,0,none
2024-02-25,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,88,145.45,224,7,1,none
2024-02-25,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,37,211.07,93,10,1,none
2024-02-25,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,24,273.07,76,7,0,none
2024-02-25,Unit-Tirupur,Kids Denim Jeans,Denim,,301.39,74,7,0,none
2024-02-25,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,16,458.11,47,14,0,none
2024-02-25,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,72,,201,5,0,none
2024-02-25,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,41,226.45,84,7,0,none
2024-02-25,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,23,286.25,46,5,1,none
2024-02-25,Unit-Ludhiana,Kids Denim Jeans,Denim,20,,73,10,0,none
2024-02-25,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,85,456.25,187,5,0,none
2024-02-25,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,81,148.43,253,5,0,none
2024-02-25,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,41,232.04,86,10,0,none
2024-02-25,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,28,276.02,77,14,0,none
2024-02-25,Unit-Jaipur,Kids Denim Jeans,Denim,23,320.12,57,14,0,none
2024-02-25,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,16,442.25,49,7,1,none
2024-02-26,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,222,143.41,885,7,0,none
2024-02-26,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,,222.07,270,10,0,none
2024-02-26,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,68,274.87,195,5,0,none
2024-02-26,Unit-Tirupur,Kids Denim Jeans,Denim,59,295.08,229,7,1,none
2024-02-26,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,42,445.05,126,14,0,none
2024-02-26,Unit-Ludhiana,Men's Cotton Round Neck T-Shirt,Cotton,237,136.04,475,10,1,none
2024-02-26,Unit-Ludhiana,Women's Rayon Printed Kurti,Rayon,83,214.14,219,14,0,none
2024-02-26,Unit-Ludhiana,Men's Slim Fit Formal Shirt,Cotton Blend,59,282.39,210,5,0,none
2024-02-26,Unit-Ludhiana,Kids Denim Jeans,Denim,245,299.25,928,5,1,none
2024-02-26,Unit-Ludhiana,Women's Anarkali Suit Set,Georgette,39,448.18,117,14,0,none
2024-02-26,Unit-Jaipur,Men's Cotton Round Neck T-Shirt,Cotton,244,138.01,649,10,1,none
2024-02-26,Unit-Jaipur,Women's Rayon Printed Kurti,Rayon,91,222.67,287,7,0,none
2024-02-26,Unit-Jaipur,Men's Slim Fit Formal Shirt,Cotton Blend,51,265.4,120,10,0,none
2024-02-26,Unit-Jaipur,Kids Denim Jeans,Denim,62,320.73,186,14,1,none
2024-02-26,Unit-Jaipur,Women's Anarkali Suit Set,Georgette,47,442.52,130,7,0,none
2024-02-27,Unit-Tirupur,Men's Cotton Round Neck T-Shirt,Cotton,200,135.48,,5,0,none
2024-02-27,Unit-Tirupur,Women's Rayon Printed Kurti,Rayon,112,233.54,323,14,0,none
2024-02-27,Unit-Tirupur,Men's Slim Fit Formal Shirt,Cotton Blend,270,279.98,872,5,0,none
2024-02-27,Unit-Tirupur,Kids Denim Jeans,Denim,54,301.06,137,14,1,none
2024-02-27,Unit-Tirupur,Women's Anarkali Suit Set,Georgette,47,444.39,148,7,0,none
